event_id,date_std,timestamp_utc,year,state,latitude,longitude,event_title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,source_name,source_catalog,source_record_id,source_dataset,source_link,verification_basis,data_quality_flag
5043,2013-07-06,2013-07-06 05:30:00,2013,Himachal Pradesh,31.991,76.791,"Jogindernagar, Himachal Pradesh","Jogindernagar, Himachal Pradesh",Known within 1 km,Landslide,Downpour,Small,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5043.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5044,2013-07-06,2013-07-06 05:30:00,2013,Himachal Pradesh,31.163,77.724,"Rohru-Shimla Road At Dochi, Himachal Pradesh","Rohru-Shimla Road At Dochi, Himachal Pradesh",Known within 50 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5044.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5049,2013-07-07,2013-07-07 05:30:00,2013,Himachal Pradesh,31.56,77.168,"Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh","Mandi-Janjheli Road At Odidhar Thunag, Himachal Pradesh",Known within 5 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5049.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5050,2013-07-07,2013-07-07 05:30:00,2013,Himachal Pradesh,31.703,76.936,"Mandi-Shimla Highway In Mandi, Himachal Pradesh","Mandi-Shimla Highway In Mandi, Himachal Pradesh",Location not known,Mudslide,Rain,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5050.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5051,2013-07-07,2013-07-07 05:30:00,2013,Himachal Pradesh,31.702,76.973,"Mandi-Kullu Highway In Mandi, Himachal Pradesh","Mandi-Kullu Highway In Mandi, Himachal Pradesh",Known within 50 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5051.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5052,2013-07-07,2013-07-07 05:30:00,2013,Himachal Pradesh,31.709,76.93,"A Nullah Near The Government Hospital In Mandi, Himachal Pradesh","A Nullah Near The Government Hospital In Mandi, Himachal Pradesh",Known within 1 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5052.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5053,2013-07-07,2013-07-07 05:30:00,2013,Himachal Pradesh,31.967,76.852,"Mandi-Pathankot Highway At Gumma In Mandi, Himachal Pradesh","Mandi-Pathankot Highway At Gumma In Mandi, Himachal Pradesh",Known within 1 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5053.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5054,2013-07-07,2013-07-07 05:30:00,2013,Himachal Pradesh,31.702,76.942,"Mandi Gurdwara, Himachal Pradesh","Mandi Gurdwara, Himachal Pradesh",Known within 1 km,Landslide,Downpour,Small,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5054.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5047,2013-07-07,2013-07-07 08:30:00,2013,Himachal Pradesh,31.88,76.916,"Mandi-Pathankot Highway At Paddar, Himachal Pradesh","Mandi-Pathankot Highway At Paddar, Himachal Pradesh",Known within 1 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5047.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442321_1_landslides-heavy-rainfall-isolated-places,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5097,2013-07-14,2013-07-14 05:30:00,2013,Himachal Pradesh,31.471,77.675,"Near Rampur, Himachal Pradesh","Near Rampur, Himachal Pradesh",Known within 10 km,Landslide,Downpour,Medium,Unknown,1,,ibnlive.in.com,GLC,5097.0,NASA COOLR,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5098,2013-07-14,2013-07-14 05:30:00,2013,Himachal Pradesh,32.17,77.179,"Mehaskwal Village, Himachal Pradesh","Mehaskwal Village, Himachal Pradesh",Location not known,Landslide,Downpour,Medium,Unknown,1,,ibnlive.in.com,GLC,5098.0,NASA COOLR,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5099,2013-07-14,2013-07-14 05:30:00,2013,Himachal Pradesh,30.674,77.354,"Sirmaur District, Himachal Pradesh","Sirmaur District, Himachal Pradesh",Known within 25 km,Landslide,Rain,Medium,Unknown,0,,ibnlive.in.com,GLC,5099.0,NASA COOLR,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5100,2013-07-14,2013-07-14 05:30:00,2013,Himachal Pradesh,31.673,76.534,"Shimla-Nahan Highway, Dosarka, Himachal Pradesh","Shimla-Nahan Highway, Dosarka, Himachal Pradesh",Known within 5 km,Landslide,Rain,Medium,Unknown,0,,ibnlive.in.com,GLC,5100.0,NASA COOLR,http://ibnlive.in.com/news/3-killed-in-rainrelated-incidents-as-heavy-showers-lash-hp/408192-3-254.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5214,2013-07-27,2013-07-27 05:30:00,2013,Himachal Pradesh,31.893,78.63,"Malling, Himachal Pradesh","Malling, Himachal Pradesh",Known within 10 km,Landslide,Mining,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5214.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-08-17/chandigarh/41420266_1_rohtang-tunnel-work-lahaul-spiti-mla-ravi-thakur-kullu,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5290,2013-08-07,2013-08-07 09:00:00,2013,Himachal Pradesh,32.232,76.304,"Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh","Tirah Lines Which Is Almost 5 Kms From Dharamshala, Himachal Pradesh",Known within 5 km,Landslide,Downpour,Medium,Unknown,0,,www.himvani.com,GLC,5290.0,NASA COOLR,http://www.himvani.com/news/2013/08/29/devastating-landslide-tirah-lines-dharamshala/23355,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5334,2013-08-16,2013-08-16 04:30:00,2013,Himachal Pradesh,32.361,77.304,Manali-Spiti Road damaged,"Manali-Spiti Road Between Gramphu And Chhatru, Himachal Pradesh",Known within 10 km,Landslide,Downpour,Medium,Unknown,,,Times of India,GLC,5334.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-08-17/chandigarh/41420266_1_rohtang-tunnel-work-lahaul-spiti-mla-ravi-thakur-kullu,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5382,2013-08-21,2013-08-21 05:30:00,2013,Himachal Pradesh,31.538,77.374,Kullu-Anni Highway,Kullu-Anni Highway,Known within 25 km,Landslide,Downpour,Medium,Unknown,,,articles.timesofindia.indiatimes.com,GLC,5382.0,NASA COOLR,http://articles.timesofindia.indiatimes.com/2013-08-28/india/41536924_1_landslides-highway-road-connectivity,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5598,2013-10-11,2013-10-11 20:30:00,2013,Himachal Pradesh,32.367,77.086,"Shetidhar Peak, Himachal Pradesh","Shetidhar Peak, Himachal Pradesh",Known within 5 km,Landslide,Downpour,Medium,Unknown,3,,travel.aol.co.uk,GLC,5598.0,NASA COOLR,http://travel.aol.co.uk/2013/10/15/british-pensioner-killed-landslide-climbing-mountain-himalayas/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
5864,2014-02-12,2014-02-12 05:30:00,2014,Himachal Pradesh,31.825,77.47,"Siund - Neuli Rd, Neuli Shanshar, Himachal Pradesh 175123","Siund - Neuli Rd, Neuli Shanshar, Himachal Pradesh 175123",Known within 10 km,Landslide,Snowfall/snowmelt,Large,Unknown,0,0.0,The Times Of India India,GLC,5864.0,NASA COOLR,http://timesofindia.indiatimes.com/india/Melting-snow-triggers-landslides-in-Kullu/articleshow/30256340.cms#http://timesofindia.indiatimes.com/india/Melting-snow-triggers-landslides-in-Kullu/articleshow/30256340.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7367,2014-08-08,2014-08-08 05:30:00,2014,Himachal Pradesh,32.224,76.337,Chohla,Chohla,Known within 1 km,Landslide,Unknown,Medium,Deforested slope,0,0.0,Times of India,GLC,7367.0,NASA COOLR,http://timesofindia.indiatimes.com/city/chandigarh/Landslide-leaves-six-families-homeless-in-Kangra/articleshow/48302393.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
6538,2014-08-21,2014-08-21 04:30:00,2014,Himachal Pradesh,31.522,78.135,near Meeru on Chulling-Tapri road,near Meeru on Chulling-Tapri road,Known within 5 km,Landslide,Unknown,Medium,Above road,2,0.0,Times of India,GLC,6538.0,NASA COOLR,http://timesofindia.indiatimes.com/india/Landslide-in-Kinnaur-pushes-truck-into-nullah-2-killed/articleshow/40627999.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
6552,2014-08-26,2014-08-26 05:30:00,2014,Himachal Pradesh,31.559,77.928,a village near Bhavanagar,a village near Bhavanagar,Known within 5 km,Landslide,Unknown,Medium,Unknown,2,3.0,FIRSTPOST,GLC,6552.0,NASA COOLR,http://www.firstpost.com/india/landslide-himachal-pradesh-kills-two-1682085.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
6337,2014-09-10,2014-09-10 04:30:00,2014,Himachal Pradesh,31.777,76.983,Uhl river in Kamand area,Uhl river in Kamand area,Known within 5 km,Landslide,Unknown,Large,Above river,0,0.0,India Today,GLC,6337.0,NASA COOLR,http://indiatoday.intoday.in/story/flood-scare-hits-mandi/1/382340.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
6247,2014-10-15,2014-10-15 05:30:00,2014,Himachal Pradesh,31.016,77.099,Kashmaari village in Solan district,Kashmaari village in Solan district,Known within 25 km,Landslide,Mining,Medium,Above road,2,3.0,Zee News,GLC,6247.0,NASA COOLR,http://zeenews.india.com/news/himachal-pradesh/himachal-pradesh-two-dead-in-solan-landslide_1485444.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
6851,2015-03-10,2015-03-10 09:30:00,2015,Himachal Pradesh,32.561,76.124,"2 MW Sal-II hydropower project, on the outskirts of Chamba","2 MW Sal-II hydropower project, on the outskirts of Chamba",Known within 5 km,Mudslide,Downpour,Medium,Unknown,0,0.0,The Hindu,GLC,6851.0,NASA COOLR,http://www.thehindu.com/news/national/other-states/himachal-hydropower-project-damaged-in-landslide/article6978360.ece?homepage=true,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7185,2015-04-03,2015-04-03 05:30:00,2015,Himachal Pradesh,32.293,77.18,"3km ahead of Palchan, Manali-Palchan","3km ahead of Palchan, Manali-Palchan",Known within 1 km,Landslide,Downpour,Small,Above road,0,0.0,The Tribune,GLC,7185.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslide-blocks-manali-palchan-road/62595.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
14202,2015-04-16,2015-04-16 06:56:00,2015,Himachal Pradesh,31.499,78.224,Mebar Landslide,Along National Highway 22 near Mebar Village and above Barang Village,Known within 10 km,Landslide,Construction,Medium,Above road,,,AGU Blogsphere,GLC,,NASA COOLR,https://blogs.agu.org/landslideblog/2018/10/09/shongtong-1/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7249,2015-07-13,2015-07-13 05:30:00,2015,Himachal Pradesh,31.085,77.167,"Phase-III, Sector 5, New Shimla","Phase-III, Sector 5, New Shimla",Known within 5 km,Mudslide,Continuous rain,Small,Natural slope,0,0.0,The Tribune,GLC,7249.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslide-poses-threat-to-houses-in-new-shimla/109125.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7215,2015-07-14,2015-07-14 04:30:00,2015,Himachal Pradesh,32.247,78.037,"Spiti Valley, Himachal Pradesh","Spiti Valley, Himachal Pradesh",Known within 1 km,Landslide,Continuous rain,Small,Above road,1,0.0,The Times of India,GLC,7215.0,NASA COOLR,http://timesofindia.indiatimes.com/city/pune/Industrialist-from-Wakad-dies-in-Spiti-landslide/articleshow/48077096.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7226,2015-07-18,2015-07-18 05:30:00,2015,Himachal Pradesh,32.224,76.323,Jheol village in Dharamsala subdivision,Jheol village in Dharamsala subdivision,Known within 5 km,Landslide,Monsoon,Medium,Above road,0,0.0,Hindustantimes,GLC,7226.0,NASA COOLR,http://www.hindustantimes.com/himachalpradesh/landslide-threat-looms-large-in-kangra-after-heavy-rain/article1-1370985.aspx,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7285,2015-07-26,2015-07-26 05:30:00,2015,Himachal Pradesh,31.126,77.353,"Klibi Patwar, Theog","Klibi Patwar, Theog",Known within 5 km,Landslide,Continuous rain,Medium,Unknown,3,2.0,The Tribune,GLC,7285.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7286,2015-07-26,2015-07-26 05:30:00,2015,Himachal Pradesh,31.1,77.175,Shimla,Shimla,Known within 10 km,Landslide,Continuous rain,Small,Above road,0,0.0,The Tribune,GLC,7286.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7287,2015-07-26,2015-07-26 05:30:00,2015,Himachal Pradesh,32.561,76.121,Chamba,Chamba,Known within 5 km,Landslide,Continuous rain,Small,Above road,0,0.0,The Tribune,GLC,7287.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7288,2015-07-26,2015-07-26 05:30:00,2015,Himachal Pradesh,31.956,77.114,Kullu,Kullu,Known within 5 km,Landslide,Continuous rain,Small,Above road,0,0.0,The Tribune,GLC,7288.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7289,2015-07-26,2015-07-26 05:30:00,2015,Himachal Pradesh,31.709,76.93,Mandi,Mandi,Known within 5 km,Landslide,Continuous rain,Small,Above road,0,0.0,The Tribune,GLC,7289.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7366,2015-07-31,2015-07-31 23:30:00,2015,Himachal Pradesh,32.224,76.337,Chohla village of Kajlot panchayat,Chohla village of Kajlot panchayat,Known within 1 km,Debris flow,Continuous rain,Medium,Deforested slope,0,0.0,Times of India,GLC,7366.0,NASA COOLR,http://timesofindia.indiatimes.com/city/chandigarh/Landslide-leaves-six-families-homeless-in-Kangra/articleshow/48302393.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7614,2015-08-08,2015-08-08 05:30:00,2015,Himachal Pradesh,31.803,76.757,"Dharampur, Mandi district","Dharampur, Mandi district",Known within 5 km,Landslide,Downpour,Medium,Deforested slope,3,0.0,New Indian Express,GLC,7614.0,NASA COOLR,http://www.newindianexpress.com/nation/Three-of-Family-Buried-Alive-in-Himachal-Landslide/2015/08/08/article2964115.ece,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7628,2015-08-09,2015-08-09 05:30:00,2015,Himachal Pradesh,31.692,76.51,NH 88,NH 88,Known within 5 km,Rock fall,Rain,Small,Above road,0,0.0,Tribune,GLC,7628.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslides-block-national-highway-88/117746.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7649,2015-08-11,2015-08-11 05:30:00,2015,Himachal Pradesh,31.324,76.762,Gamraula near Bilaspur,Gamraula near Bilaspur,Known within 5 km,Landslide,Downpour,Medium,Above road,0,0.0,National Highway 21 at Gamraula near Bilaspur,GLC,7649.0,NASA COOLR,http://timesofindia.indiatimes.com/city/shimla/Heavy-rains-trigger-landslides-in-Himachal/articleshow/48435684.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7678,2015-08-12,2015-08-12 04:30:00,2015,Himachal Pradesh,32.197,76.319,Himachal Pradesh School Education Board,Himachal Pradesh School Education Board,Known within 1 km,Landslide,Rain,Medium,Above road,0,0.0,Tribune,GLC,7678.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7676,2015-08-12,2015-08-12 14:30:00,2015,Himachal Pradesh,32.176,76.308,Dharamsala-Kangra state highway,Dharamsala-Kangra state highway,Known within 10 km,Landslide,Monsoon,Medium,Above road,0,0.0,Tribune,GLC,7676.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7685,2015-08-13,2015-08-13 05:30:00,2015,Himachal Pradesh,31.776,76.988,IIT Campus in Mandi,IIT Campus in Mandi,Known within 5 km,Landslide,Unknown,Medium,Above road,0,0.0,Telegraph,GLC,7685.0,NASA COOLR,http://www.telegraph.co.uk/news/worldnews/asia/india/11800828/Giant-rockslide-captured-on-camera-in-India.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7329,2015-08-18,2015-08-18 20:30:00,2015,Himachal Pradesh,32.028,77.345,the Sikh shrine in Manikaran,the Sikh shrine in Manikaran,Known within 1 km,Rock fall,Rain,Medium,Unknown,8,10.0,Hindustan Times,GLC,7329.0,NASA COOLR,http://www.hindustantimes.com/amritsar/jathedar-makkar-condole-death-of-pilgrims-in-manikaran-landslip/article1-1381473.aspx,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
7726,2015-08-22,2015-08-22 10:00:00,2015,Himachal Pradesh,31.037,77.121,Shimla-Kalka National Highway near Shoghi,Shimla-Kalka National Highway near Shoghi,Known within 5 km,Landslide,Downpour,Medium,Above road,0,0.0,Tribune,GLC,7726.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslide-blocks-shimla-kalka-highway-thousands-stranded/122969.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9037,2015-12-07,2015-12-07 05:30:00,2015,Himachal Pradesh,31.682,77.121,Hanogi,Hanogi,Known within 1 km,Rock fall,Unknown,Medium,Above road,0,0.0,GeoEngineer,GLC,9037.0,NASA COOLR,http://www.geoengineer.org/news-center/news/item/1331-http-indianexpress-com-article-india-india-news-india-watch-massive-landslide-near-mandi-kiratpur-manali-national-highway-blocked,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9144,2015-12-29,2015-12-29 05:30:00,2015,Himachal Pradesh,31.466,76.869,Hill collapses during construction,National Highway-21 near Rani-Ki-Bain,Known within 50 km,Complex,Construction,Medium,Above road,0,0.0,The Tribune,GLC,9144.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/hill-caves-in-near-mandi-nh/176859.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
8860,2016-06-17,2016-06-17 05:30:00,2016,Himachal Pradesh,31.512,78.118,"Urni, Satluj river, Kinnaur district, Himachal Pradesh, India","Urni, Satluj river, Kinnaur district, Himachal Pradesh, India",Known within 1 km,Rock fall,Monsoon,Large,Above river,0,0.0,Times of India,GLC,8860.0,NASA COOLR,http://timesofindia.indiatimes.com/city/shimla/Flood-fears-loom-large-as-boulders-block-Satluj-flow/articleshow/52878409.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
8482,2016-07-02,2016-07-02 14:30:00,2016,Himachal Pradesh,30.892,77.09,"Highway 22, near Borag Bypass, near Solan, Himachal Pradesh, India","Highway 22, near Borag Bypass, near Solan, Himachal Pradesh, India",Known within 10 km,Rock fall,Downpour,Medium,Above road,1,4.0,India Today,GLC,8482.0,NASA COOLR,http://indiatoday.intoday.in/story/one-killed-four-injured-in-himachal-landslide/1/706274.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9048,2016-07-17,2016-07-17 05:30:00,2016,Himachal Pradesh,31.501,78.176,"Karcham, Himachal Pradesh, India","Karcham, Himachal Pradesh, India",Known within 1 km,Landslide,Unknown,Small,Above road,1,0.0,India Times,GLC,9048.0,NASA COOLR,http://timesofindia.indiatimes.com/city/mangaluru/Soldier-dies-in-Himachal-landslide/articleshow/53279563.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9216,2016-07-27,2016-07-27 04:30:00,2016,Himachal Pradesh,30.694,77.427,"Jwagdhar village, Sangrah, Sirmaur district, Himachal Pradesh, India","Jwagdhar village, Sangrah, Sirmaur district, Himachal Pradesh, India",Known within 1 km,Rock fall,Downpour,Large,Unknown,2,2.0,Tribune India,GLC,9216.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslide-kills-2-women-in-sirmaur/272137.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9264,2016-08-01,2016-08-01 04:30:00,2016,Himachal Pradesh,31.687,77.104,"Hanogi on the Mandi-Kullu National Highway (NH-21), Himachal Pradesh, India","Hanogi on the Mandi-Kullu National Highway (NH-21), Himachal Pradesh, India",Known within 5 km,Landslide,Rain,Medium,Above road,0,2.0,Tribune India,GLC,9264.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/landslide-buries-truck-under-debris-on-mandi-kullu-national-highway/274374.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9852,2016-08-09,2016-08-09 05:30:00,2016,Himachal Pradesh,31.708,76.933,Landslide in Manali,"Manali, Himachal Pradesh, India",Known within 5 km,Landslide,Downpour,Small,Above road,0,1.0,Tribune India,GLC,,NASA COOLR,http://www.tribuneindia.com/news/himachal/heavy-rain-triggers-landslide-in-mandi-one-injured/280572.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9859,2016-08-16,2016-08-16 03:30:00,2016,Himachal Pradesh,31.581,78.413,Landslide in Nyugalsari,Y:31.581485 X:78.412784,Known within 25 km,Landslide,Rain,Small,Above road,0,0.0,IBTimes,GLC,,NASA COOLR,http://www.ibtimes.co.in/himachal-pradesh-heavy-rains-cause-landslide-disrupt-normal-life-parts-state-689997,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9892,2016-08-21,2016-08-21 05:30:00,2016,Himachal Pradesh,31.452,78.401,Landslide in Kinner Kailash,"Kinner Kailash, Himachal Pradesh",Known exactly,Landslide,Rain,Small,Natural slope,1,0.0,Indian Express,GLC,,NASA COOLR,http://indianexpress.com/article/india/india-news-india/sporadic-rains-in-himachal-pradesh-trapped-pilgrim-dies-in-landslide-2989186/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9490,2016-08-30,2016-08-30 04:30:00,2016,Himachal Pradesh,31.573,77.856,NH-05 near Chaura village,NH-05 near Chaura village,Known within 5 km,Rock fall,Continuous rain,Medium,Above road,0,0.0,ABP News,GLC,9490.0,NASA COOLR,http://www.abplive.in/india-news/himachal-pradesh-massive-rockslide-blocks-nh-5-407177,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9953,2016-09-02,2016-09-02 05:30:00,2016,Himachal Pradesh,31.957,77.11,Landslide in Kullu,"Manihar Village, Kullu, India",Known within 5 km,Landslide,Unknown,Large,Above road,4,5.0,Tribune India,GLC,,NASA COOLR,http://www.tribuneindia.com/news/himachal/four-buried-alive-five-hurt-in-landslide-at-kullu-village/289325.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
9507,2016-10-03,2016-10-03 16:30:00,2016,Himachal Pradesh,30.897,77.059,"Chakki-Ka-Mor, about 10 km from Parwanoo","Chakki-Ka-Mor, about 10 km from Parwanoo",Known within 10 km,Landslide,Construction,Medium,Above road,0,0.0,Tribune,GLC,9507.0,NASA COOLR,http://www.tribuneindia.com/news/himachal/community/landslide-disrupts-traffic-on-chandigarh-shimla-highway/304730.html,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
10860,2017-01-06,2017-01-06 05:30:00,2017,Himachal Pradesh,31.056,77.137,Kashapat Road Landslide in Ranpur,"Rampur, Shimla, Himachal Pradesh, India",Known within 5 km,Rock fall,Construction,Medium,Above road,4,0.0,Himtimes,GLC,,NASA COOLR,http://himtimes.com/4-labourers-buried-rampur-landslide/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
10859,2017-01-26,2017-01-26 05:30:00,2017,Himachal Pradesh,30.875,77.0,Chandigarh-Shimla Highway Landslide Crushes Car near Jabli,"NH-22, Kasauli Sub-District, Solan, Himachal Pradesh, 173209",Known within 1 km,Rock fall,Downpour,Small,Above road,0,3.0,Chandigarh Metro,GLC,,NASA COOLR,https://chandigarhmetro.com/yes-landslide-chandigarh-shimla-highway-horryfying-pictures/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
10857,2017-02-21,2017-02-21 05:30:00,2017,Himachal Pradesh,32.007,78.57,Shialkhar Village Rock Fall Hits Car in Kinnaur District,"SH-30, Hangrang, Kinnaur, Himachal Pradesh, 172111",Known within 5 km,Rock fall,Rain,Small,Above road,0,0.0,Kolkata 24x7,GLC,,NASA COOLR,https://english.kolkata24x7.com/national-news/rock-slide-hits-car-in-hp-3-dead,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
10856,2017-03-22,2017-03-22 15:30:00,2017,Himachal Pradesh,31.773,77.305,JCB Helper Dies in Sainj Landslide,"Sainj, Kullu, Himachal Pradesh",Known within 5 km,Landslide,Construction,Small,Retaining wall,1,,The Times of India,GLC,,NASA COOLR,http://timesofindia.indiatimes.com/city/chandigarh/jcb-helper-dies-in-landslide/articleshow/57782019.cms,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
10858,2017-04-06,2017-04-06 05:30:00,2017,Himachal Pradesh,31.098,77.152,Landslide on Shimla-Kalka National Highway in Shimla,"ISBT, Shimla, India",Known exactly,Landslide,Continuous rain,Medium,Below road,0,0.0,ChandigarhX,GLC,,NASA COOLR,http://chandigarhx.com/landslide-in-shimla-new-bus-stand-area-is-closed/,COOLR administrative division; Uttaranchal normalized to Uttarakhand,OK
