event_id,date_std,timestamp_utc,year,state,latitude,longitude,event_title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,source_name,source_catalog,source_record_id,source_dataset,source_link,verification_basis,data_quality_flag,elevation,slope,aspect,curvature,landslide
APDA-NEG-00357,2002-06-21,2002-06-21 12:00:00,2002,Arunachal Pradesh,28.0822,95.3581,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00357,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,151,6.3,235.2,-0.0021,0
APDA-NEG-00358,2000-04-14,2000-04-14 12:00:00,2000,Arunachal Pradesh,28.023,95.374,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00358,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,165,5.6,359.9,0.014,0
APDA-NEG-00359,2008-10-26,2008-10-26 12:00:00,2008,Arunachal Pradesh,27.6925,95.9016,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00359,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,154,3.6,267.9,-0.0162,0
APDA-NEG-00360,2009-07-21,2009-07-21 12:00:00,2009,Arunachal Pradesh,28.0469,95.3206,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00360,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,184,5.0,80.3,-0.0088,0
APDA-NEG-00361,2012-01-01,2012-01-01 12:00:00,2012,Arunachal Pradesh,27.8625,95.0706,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00361,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,157,3.0,349.6,-0.001,0
APDA-NEG-00362,1996-06-23,1996-06-23 12:00:00,1996,Arunachal Pradesh,27.6202,95.8585,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00362,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,121,4.6,141.7,-0.0004,0
APDA-NEG-00363,2010-10-03,2010-10-03 12:00:00,2010,Arunachal Pradesh,27.7997,95.1297,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00363,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,158,3.3,154.4,0.015,0
APDA-NEG-00364,2004-11-01,2004-11-01 12:00:00,2004,Arunachal Pradesh,27.8505,95.1014,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00364,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,139,4.2,214.0,-0.0007,0
APDA-NEG-00365,2005-02-01,2005-02-01 12:00:00,2005,Arunachal Pradesh,27.6985,95.849,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00365,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,135,3.2,64.9,-0.0032,0
APDA-NEG-00366,2011-05-11,2011-05-11 12:00:00,2011,Arunachal Pradesh,27.6673,95.8703,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00366,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,154,3.8,248.0,-0.0155,0
APDA-NEG-00367,2003-11-04,2003-11-04 12:00:00,2003,Arunachal Pradesh,27.6423,95.8373,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00367,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,147,4.5,212.4,-0.0073,0
APDA-NEG-00368,2006-04-14,2006-04-14 12:00:00,2006,Arunachal Pradesh,28.0744,95.2896,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00368,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,167,5.1,220.0,-0.0192,0
APDA-NEG-00369,2012-12-14,2012-12-14 12:00:00,2012,Arunachal Pradesh,28.0968,95.3081,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00369,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,136,7.0,174.6,0.007,0
APDA-NEG-00370,1997-09-14,1997-09-14 12:00:00,1997,Arunachal Pradesh,27.6722,95.8381,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00370,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,150,4.0,22.3,-0.0104,0
APDA-NEG-00371,2016-02-21,2016-02-21 12:00:00,2016,Arunachal Pradesh,27.6161,95.8243,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00371,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,121,2.4,176.6,-0.016,0
APDA-NEG-00372,2017-08-07,2017-08-07 12:00:00,2017,Arunachal Pradesh,27.6146,95.8259,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00372,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,150,2.6,188.0,0.0194,0
APDA-NEG-00373,2012-04-03,2012-04-03 12:00:00,2012,Arunachal Pradesh,28.0231,95.3814,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00373,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,135,7.0,70.8,-0.0128,0
APDA-NEG-00374,2010-03-19,2010-03-19 12:00:00,2010,Arunachal Pradesh,28.0516,95.3198,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00374,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,154,5.8,16.5,0.0017,0
APDA-NEG-00375,2006-01-24,2006-01-24 12:00:00,2006,Arunachal Pradesh,27.7223,95.8076,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00375,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,144,4.4,250.9,0.02,0
APDA-NEG-00376,1999-06-03,1999-06-03 12:00:00,1999,Arunachal Pradesh,27.6897,95.9176,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00376,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,169,3.9,175.8,-0.0138,0
APDA-NEG-00377,1995-01-28,1995-01-28 12:00:00,1995,Arunachal Pradesh,27.623,95.9105,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00377,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,146,4.2,331.7,0.0031,0
APDA-NEG-00378,2006-03-07,2006-03-07 12:00:00,2006,Arunachal Pradesh,27.8294,95.1078,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00378,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,152,2.6,11.3,-0.0137,0
APDA-NEG-00379,1999-12-07,1999-12-07 12:00:00,1999,Arunachal Pradesh,27.7178,95.8113,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00379,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,150,3.4,327.4,-0.0086,0
APDA-NEG-00380,2001-08-07,2001-08-07 12:00:00,2001,Arunachal Pradesh,28.121,95.3856,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00380,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,165,6.2,328.4,0.02,0
APDA-NEG-00381,1995-08-24,1995-08-24 12:00:00,1995,Arunachal Pradesh,27.7828,95.082,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00381,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,117,3.0,102.0,0.0042,0
APDA-NEG-00382,2020-12-23,2020-12-23 12:00:00,2020,Arunachal Pradesh,28.0072,95.2823,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00382,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,153,6.7,86.2,-0.0071,0
APDA-NEG-00383,2013-09-27,2013-09-27 12:00:00,2013,Arunachal Pradesh,27.886,95.1217,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00383,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,150,2.2,158.3,0.0037,0
APDA-NEG-00384,2015-10-13,2015-10-13 12:00:00,2015,Arunachal Pradesh,27.7192,95.8236,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00384,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,147,2.3,158.4,-0.0064,0
APDA-NEG-00385,1996-05-13,1996-05-13 12:00:00,1996,Arunachal Pradesh,28.0933,95.2804,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00385,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,154,6.7,299.1,-0.0139,0
APDA-NEG-00386,1995-11-13,1995-11-13 12:00:00,1995,Arunachal Pradesh,28.022,95.3195,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00386,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,168,6.9,195.9,-0.0029,0
APDA-NEG-00387,1995-09-27,1995-09-27 12:00:00,1995,Arunachal Pradesh,27.8649,95.1219,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00387,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,121,4.2,332.6,0.0146,0
APDA-NEG-00388,1996-12-02,1996-12-02 12:00:00,1996,Arunachal Pradesh,27.7287,95.8123,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00388,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,143,4.5,270.1,0.0136,0
APDA-NEG-00389,2011-01-17,2011-01-17 12:00:00,2011,Arunachal Pradesh,27.6194,95.9142,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00389,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,121,2.3,10.2,-0.0046,0
APDA-NEG-00390,2002-02-16,2002-02-16 12:00:00,2002,Arunachal Pradesh,27.7032,95.8929,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00390,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,162,2.3,38.1,-0.0142,0
APDA-NEG-00391,2007-09-20,2007-09-20 12:00:00,2007,Arunachal Pradesh,28.1126,95.3014,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00391,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,164,4.8,67.4,0.0166,0
APDA-NEG-00392,2003-05-28,2003-05-28 12:00:00,2003,Arunachal Pradesh,28.1171,95.3381,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00392,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,168,6.3,222.5,-0.0101,0
APDA-NEG-00393,1999-02-01,1999-02-01 12:00:00,1999,Arunachal Pradesh,28.0359,95.2911,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00393,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,147,7.2,305.1,0.0024,0
APDA-NEG-00394,2012-09-05,2012-09-05 12:00:00,2012,Arunachal Pradesh,27.6217,95.8607,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00394,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,162,4.3,196.5,0.0027,0
APDA-NEG-00395,2013-11-09,2013-11-09 12:00:00,2013,Arunachal Pradesh,27.621,95.9172,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00395,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,140,4.2,187.5,0.0069,0
APDA-NEG-00396,2018-07-28,2018-07-28 12:00:00,2018,Arunachal Pradesh,28.0626,95.3352,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00396,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,139,5.9,199.2,0.0018,0
APDA-NEG-00397,2000-07-02,2000-07-02 12:00:00,2000,Arunachal Pradesh,27.8239,95.0887,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00397,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,120,2.6,204.5,0.0003,0
APDA-NEG-00398,2019-06-25,2019-06-25 12:00:00,2019,Arunachal Pradesh,28.0328,95.3212,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00398,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,171,7.0,135.6,0.019,0
APDA-NEG-00399,2017-08-27,2017-08-27 12:00:00,2017,Arunachal Pradesh,27.9012,95.1327,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00399,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,138,3.0,276.8,-0.0023,0
APDA-NEG-00400,2013-04-26,2013-04-26 12:00:00,2013,Arunachal Pradesh,27.8128,95.1031,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00400,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,137,2.3,256.2,0.0046,0
APDA-NEG-00401,2008-04-09,2008-04-09 12:00:00,2008,Arunachal Pradesh,27.8322,95.111,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00401,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,156,3.9,155.2,-0.0009,0
APDA-NEG-00402,2002-01-14,2002-01-14 12:00:00,2002,Arunachal Pradesh,28.0597,95.3098,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00402,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,140,5.1,31.3,0.0102,0
APDA-NEG-00403,2001-08-02,2001-08-02 12:00:00,2001,Arunachal Pradesh,27.6189,95.815,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00403,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,146,3.8,171.3,-0.0148,0
APDA-NEG-00404,2018-12-12,2018-12-12 12:00:00,2018,Arunachal Pradesh,28.1082,95.3318,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00404,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,137,7.0,290.0,0.0115,0
APDA-NEG-00405,2000-06-11,2000-06-11 12:00:00,2000,Arunachal Pradesh,27.7928,95.1379,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00405,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,152,2.3,118.9,-0.0197,0
APDA-NEG-00406,2012-06-19,2012-06-19 12:00:00,2012,Arunachal Pradesh,27.8942,95.0972,Absence Control: Ruksin Plain,Ruksin Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00406,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,146,3.4,7.7,-0.003,0
APDA-NEG-00407,2017-08-24,2017-08-24 12:00:00,2017,Arunachal Pradesh,27.6725,95.8182,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00407,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,158,3.4,318.2,-0.0167,0
APDA-NEG-00408,2008-02-13,2008-02-13 12:00:00,2008,Arunachal Pradesh,28.0799,95.3741,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00408,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,175,5.1,10.7,-0.0172,0
APDA-NEG-00409,2021-08-12,2021-08-12 12:00:00,2021,Arunachal Pradesh,28.0167,95.2758,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00409,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,183,5.8,91.2,0.0002,0
APDA-NEG-00410,2001-01-04,2001-01-04 12:00:00,2001,Arunachal Pradesh,28.0475,95.2968,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00410,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,142,6.8,286.5,0.0006,0
APDA-NEG-00411,2005-03-15,2005-03-15 12:00:00,2005,Arunachal Pradesh,27.6147,95.857,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00411,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,133,2.8,117.6,-0.0019,0
APDA-NEG-00412,2016-12-03,2016-12-03 12:00:00,2016,Arunachal Pradesh,27.6402,95.8754,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00412,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,146,3.4,167.0,0.0106,0
APDA-NEG-00413,2005-08-04,2005-08-04 12:00:00,2005,Arunachal Pradesh,28.0539,95.3334,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00413,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,166,6.1,239.7,-0.0053,0
APDA-NEG-00414,2011-12-06,2011-12-06 12:00:00,2011,Arunachal Pradesh,27.7168,95.9178,Absence Control: Namsai Lowland,Namsai Lowland,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00414,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,130,2.5,230.6,0.0176,0
APDA-NEG-00415,2001-10-27,2001-10-27 12:00:00,2001,Arunachal Pradesh,28.0454,95.2965,Absence Control: Pasighat Foothill Plain,Pasighat Foothill Plain,Point verified absence,None,None,None,Low-slope plain / valley basin,0,0,Apda_Mitra_Spatial_Buffer_Sampling,Absence_Control,NEG-00415,Spatial_Absence_Control,https://apdamitra.in/data/absence,Buffered >= 0.1 deg from positive slides,VALID_NEGATIVE_ABSENCE,163,5.1,140.7,-0.0178,0
