event_id,latitude,longitude,elevation,slope,aspect,curvature
212,25.558,91.851,1667.74,8.75,115.07,-0.002371
259,25.52,91.27,1337.43,16.7,106.13,0.002511
1776,25.361,92.285,1216.53,7.19,83.5,0.006625
1857,25.343,92.29,1197.92,3.18,21.99,0.001085
2025,25.573,91.885,1496.52,10.31,231.59,0.002431
2026,25.492,91.27,1491.57,9.13,34.07,0.004291
3927,25.514,90.217,313.01,9.01,180.76,0.003426
4407,25.095,92.357,247.15,24.69,283.78,-0.00598
4408,25.55,92.076,1267.38,26.59,196.63,-0.008455
6291,25.735,90.385,338.06,6.98,283.0,0.001578
6290,25.577,91.867,1477.12,7.67,148.58,-0.000439
6213,25.814,90.576,62.28,3.18,85.57,-0.004267
6214,25.97,91.859,281.32,11.06,82.28,-0.008031
6293,25.501,90.09,44.01,0.33,76.88,-0.000226
6968,25.463,92.212,1381.35,4.78,229.07,-0.006096
6970,25.508,90.219,319.92,27.0,234.33,0.004447
6969,25.511,90.215,307.19,11.94,184.51,0.006795
7335,25.515,90.202,284.44,26.05,246.08,-0.000967
7589,25.257,92.383,807.3,13.01,8.19,-0.010856
7590,25.142,92.381,158.56,16.85,119.7,-0.008428
7706,25.073,92.364,133.08,4.83,60.11,-0.008269
7336,25.219,90.555,280.81,8.85,55.04,-0.008342
7956,26.048,91.87,66.31,4.43,27.45,0.003359
8012,25.97,91.858,285.51,12.65,45.31,-0.000954
8366,25.583,91.893,1446.33,7.71,271.44,0.007104
9124,25.203,90.557,146.28,23.56,236.83,-0.017345
10989,25.518,91.963,1611.12,7.9,93.72,-0.003867
9789,25.907,91.882,580.29,1.63,275.64,-0.005764
10985,25.438,91.799,1875.01,9.46,4.2,0.000323
10987,25.678,91.923,980.03,22.63,22.68,-0.002123
10986,25.829,91.877,604.3,14.94,221.67,-0.001964
10988,25.826,91.871,619.91,18.49,64.07,-0.007119
12719,25.032,92.423,140.47,22.85,27.54,0.005173
13723,25.567,91.906,1541.23,10.03,218.53,-0.004412
13724,25.588,92.023,1251.38,16.52,200.47,-0.000955
13725,25.537,91.981,1635.86,7.44,28.88,-0.005556
147,22.533,92.899,801.84,23.5,286.03,0.012225
148,22.479,92.967,446.79,32.51,66.37,-0.001758
285,24.129,92.692,833.09,17.16,115.74,0.001875
1222,23.735,92.721,958.4,31.16,151.96,0.001508
2205,23.737,92.715,1077.01,45.04,290.08,-0.017976
2420,23.73,92.715,979.22,34.31,234.29,-0.008595
2422,23.742,92.714,924.18,14.63,202.03,0.00055
2423,23.735,92.711,923.36,20.61,100.61,-0.007881
2424,23.591,92.93,802.41,19.55,316.29,-0.002625
2425,23.344,93.075,1315.96,32.94,79.09,-0.000714
2426,22.718,92.842,716.41,17.16,106.89,0.002293
2421,23.754,92.741,997.91,23.68,101.22,-0.019488
2437,23.753,92.694,791.13,29.75,101.39,-0.008302
4610,23.771,92.522,77.23,12.82,265.63,0.001327
4845,24.232,92.676,671.68,7.22,343.24,0.000747
4857,23.728,92.718,1079.61,5.4,17.96,0.004294
6143,23.733,92.746,868.4,20.55,303.77,-0.004512
6963,23.713,92.736,879.8,8.1,191.22,0.002102
7778,23.845,93.051,1068.17,33.94,291.8,0.011255
7780,23.357,92.788,1365.99,11.15,346.01,-0.004264
7836,24.042,92.672,816.99,11.95,102.27,-0.003423
7837,23.727,92.727,846.83,30.45,46.03,-0.009403
7838,23.687,93.017,613.46,32.28,209.97,-0.001411
7972,23.45,92.811,844.8,43.75,119.84,-0.002633
8224,23.731,92.719,1020.5,17.74,115.96,-0.000259
8223,23.735,92.719,1031.06,18.2,176.28,0.007395
9232,23.54,93.378,1569.18,11.71,350.27,-0.001927
10960,23.726,92.718,1074.36,11.28,282.99,-0.005279
10961,24.014,92.674,666.17,31.93,101.2,0.001868
9770,23.739,92.715,1118.5,22.58,267.17,-0.016998
10957,22.908,92.472,174.42,25.63,332.58,-0.007027
9712,23.734,92.747,872.38,15.78,253.22,0.000871
10963,23.335,92.854,924.47,26.25,273.81,0.002848
10962,23.656,93.027,498.13,29.21,354.48,0.002623
9989,23.695,92.876,578.98,11.24,152.61,0.000545
9731,23.833,92.631,412.64,9.31,15.55,-0.001255
11403,23.737,92.752,841.53,31.92,111.51,-0.002551
11530,22.874,92.758,1026.77,9.17,104.81,-0.005031
20598,23.743,92.739,972.55,12.94,209.8,0.00712
215,25.743,93.914,459.7,22.37,212.49,0.016258
313,25.706,94.013,1473.09,14.78,59.27,0.000414
692,25.705,94.04,1041.38,16.27,133.22,-0.007168
731,26.138,94.25,1011.42,17.16,335.52,0.006598
760,25.67,94.107,1449.3,15.36,244.22,0.001564
1986,26.334,94.551,1371.68,18.54,206.7,-0.006993
1996,26.433,94.883,561.19,28.13,213.6,1.5e-05
2042,26.009,94.524,1800.26,22.14,54.79,-0.002955
2043,26.723,95.028,718.03,16.24,337.2,-0.004143
2044,25.888,94.786,1167.1,10.2,172.27,-0.006683
2045,26.236,94.813,1565.92,15.37,139.22,-0.001278
2098,26.722,95.028,698.21,19.62,227.84,0.002966
2106,26.872,94.992,292.27,8.88,22.94,-0.003321
2243,25.702,94.046,1010.02,13.54,116.04,0.007562
2247,26.148,94.842,1513.15,26.52,173.01,-0.004266
2248,26.222,94.915,1761.31,36.24,241.47,-0.004473
2249,26.081,94.803,972.2,42.95,156.71,0.002727
2263,26.275,94.665,1145.88,28.69,233.64,-0.00117
2282,26.198,94.816,1896.84,24.55,215.52,0.002273
2281,25.616,94.116,1621.78,31.89,77.37,0.000876
2415,25.64,94.111,1491.74,24.62,141.07,0.002769
2567,25.663,94.47,1439.27,11.47,289.47,0.00197
2579,25.682,94.108,1449.68,15.79,253.18,0.000373
2587,25.662,94.107,1383.27,13.02,88.84,0.011087
3633,26.319,94.512,1257.28,17.38,316.85,0.008959
3637,25.516,94.234,1637.74,20.12,282.31,0.00244
3663,25.668,94.11,1434.03,15.46,118.85,-0.0024
3683,25.878,94.174,1358.92,23.75,128.33,-0.002253
3760,25.67,94.11,1423.04,19.26,76.1,-0.001722
3916,25.771,93.807,237.25,5.35,153.24,-0.00038
3932,25.83,94.13,1014.58,8.4,143.64,0.000814
4905,26.098,94.703,1687.6,27.88,230.47,0.019768
4906,26.098,94.75,1549.84,8.19,201.1,-0.003213
5005,26.72,95.029,689.4,11.98,19.23,-0.001022
5006,26.115,94.386,353.9,24.42,92.13,-0.00679
5087,25.627,94.114,1563.28,14.1,146.28,0.008823
5084,25.616,94.117,1583.86,18.24,76.48,-0.007797
5107,25.627,94.114,1563.28,14.1,146.28,0.008823
5122,25.766,93.941,828.08,39.89,319.71,-0.003515
5123,25.713,94.089,1425.82,26.47,281.78,-0.000617
5268,26.014,94.516,1715.45,2.16,202.96,0.005185
5269,25.838,94.523,800.22,5.54,20.79,0.001602
5270,26.048,94.462,866.95,29.29,278.6,0.001453
5271,26.284,94.581,729.23,31.46,195.89,0.003823
5272,26.208,94.544,1478.25,7.24,321.35,-0.011503
5273,26.181,94.55,1679.21,35.59,2.9,-0.002925
5274,26.084,94.564,1838.86,20.53,119.93,-0.001441
5275,26.15,94.606,1741.06,27.77,338.97,-0.000725
5312,26.71,94.693,675.97,11.83,287.63,0.003444
5336,26.39,94.944,524.98,12.59,280.24,-0.000722
5337,26.421,94.973,721.41,23.27,355.01,-0.003893
5338,26.873,94.928,129.38,4.87,248.81,0.003186
5421,26.421,94.973,721.41,23.27,355.01,-0.003893
5575,25.827,94.15,1371.28,19.54,189.13,0.000514
6331,25.947,94.628,1405.27,32.62,302.64,0.003419
6990,26.032,94.547,1568.23,41.88,337.17,0.00166
7409,25.72,94.622,1717.44,48.94,347.52,-0.000895
7660,25.624,94.114,1573.87,27.85,113.91,0.011238
7699,26.021,94.522,1582.98,18.75,262.04,0.001564
7701,25.628,94.105,1513.97,6.96,145.95,-0.003526
7727,25.626,94.106,1507.81,14.24,198.45,0.007716
9405,26.722,95.024,712.15,8.06,140.88,-0.006403
9169,26.168,94.244,768.72,17.58,225.69,-0.003624
9142,26.319,94.525,1161.08,6.81,177.67,-0.000907
8901,25.79,94.132,1280.45,12.78,116.6,0.004825
8930,26.17,94.492,1140.19,36.53,220.15,0.003805
9219,26.01,94.528,1717.19,15.39,50.2,0.000278
9251,25.87,94.784,1127.73,19.09,292.31,0.004929
9904,25.661,94.105,1443.28,13.31,51.35,-0.000222
9965,26.325,94.515,1254.97,14.2,201.01,-0.005172
9966,26.092,94.258,1360.65,0.91,334.16,0.005315
11154,25.772,93.935,853.94,34.48,312.74,-0.006031
11156,25.733,93.997,982.56,22.44,127.49,5.8e-05
9742,25.671,94.118,1457.05,16.58,24.2,-0.003431
11161,26.664,94.622,331.89,7.9,294.21,0.005104
10024,25.838,93.946,394.83,15.23,46.79,-0.006614
9982,26.331,94.554,1333.55,14.52,7.88,-0.002805
9983,26.116,94.242,1409.35,27.27,165.3,-0.012398
9984,26.145,94.244,1278.44,28.12,158.43,-0.007933
11155,25.72,94.032,1113.4,21.53,68.2,-0.005498
11159,25.632,94.101,1603.58,27.04,100.78,0.007472
11157,25.731,93.988,1176.2,20.39,111.66,-0.006258
11160,26.263,94.815,1315.49,13.48,129.11,-0.009056
11158,25.691,94.095,1389.18,9.86,280.83,-0.000318
12718,25.555,93.64,693.18,25.75,34.4,-0.004183
12714,25.659,94.099,1517.22,3.62,256.15,-0.00616
11405,26.078,94.721,1512.88,5.35,31.93,0.002039
13841,26.132,94.786,1637.73,31.8,40.67,0.003436
13814,25.673,94.105,1365.09,19.57,236.16,-0.000442
14283,25.769,93.82,269.6,4.01,302.74,-0.001121
14297,25.808,93.79,197.22,2.68,348.66,-0.00169
57,27.446,88.619,1967.99,14.88,5.24,0.006298
78,27.338,88.607,1513.47,22.46,321.84,0.004179
126,27.15,88.38,1095.89,33.77,181.13,0.003969
241,27.201,88.488,382.96,36.0,294.67,0.001441
251,27.167,88.35,1154.12,24.39,276.84,-0.004874
256,27.343,88.624,2095.8,30.39,27.0,-0.012352
260,27.208,88.491,371.43,37.6,247.37,0.005318
269,27.287,88.282,603.05,26.91,241.25,0.001868
755,27.337,88.609,1553.28,17.82,324.74,-0.006083
1061,27.478,88.527,765.6,33.03,338.98,0.003757
1102,27.264,88.137,1284.29,29.43,159.57,0.014795
1111,27.134,88.458,647.34,18.82,325.91,0.00434
1112,27.176,88.529,305.44,11.24,311.63,0.002349
1125,27.375,88.765,3751.0,0.0,0.0,0.0
1168,27.195,88.612,470.84,6.54,331.71,-0.001243
1756,27.322,88.609,1535.02,27.95,249.74,-0.017894
1755,27.334,88.608,1437.78,30.13,287.51,-0.002589
1929,27.354,88.643,2109.2,22.76,99.16,0.003728
2112,27.551,88.648,1471.89,50.63,341.3,0.001267
2113,27.377,88.559,1470.62,26.99,254.71,-0.009928
2296,27.167,88.365,1487.28,24.41,358.08,0.002048
2341,27.232,88.497,360.61,11.17,352.87,0.010407
2345,27.339,88.619,1868.05,25.05,73.01,-0.006368
2392,27.37,88.733,3522.76,5.07,222.52,-0.009445
3619,27.489,88.445,1893.06,39.62,79.59,0.005186
3643,27.288,88.258,1500.43,29.8,65.91,0.006121
3813,27.114,88.466,264.21,32.5,339.03,0.004602
3943,27.139,88.226,893.39,34.11,261.54,0.017803
3944,27.734,88.633,3475.85,25.97,47.77,-0.002166
3997,27.516,88.558,1354.28,21.94,214.94,0.009545
4385,27.717,88.558,2652.95,9.74,68.87,0.0059
4393,27.757,88.632,3882.83,10.44,89.64,0.003302
4394,27.175,88.646,956.46,21.32,284.28,0.003638
4411,27.339,88.607,1527.94,24.18,275.25,0.004604
4556,27.168,88.365,1540.6,19.63,347.2,-0.002498
4569,27.839,88.556,3830.76,14.61,317.87,-0.00042
4571,27.656,88.605,1953.18,7.3,315.39,-0.002397
4908,27.372,88.708,3136.82,42.25,337.0,0.010143
4990,27.377,88.763,3791.56,35.65,346.88,-0.006531
5429,27.343,88.243,1411.31,30.11,266.62,-0.004302
5476,27.374,88.732,3437.31,30.54,346.45,0.005288
5485,27.605,88.646,1629.27,33.15,16.77,0.00816
7031,27.616,88.659,1816.95,40.43,54.37,-0.005906
9215,27.176,88.529,305.44,11.24,311.63,0.002349
9853,27.593,88.492,3251.94,43.12,328.67,-0.012761
9604,27.268,88.289,564.1,56.33,143.91,0.015596
9619,27.17,88.366,1595.83,32.79,222.97,-0.016584
9785,27.543,88.597,1661.18,54.14,28.66,0.002039
11183,27.36,88.652,2242.42,46.4,345.35,-0.001199
11443,27.233,88.593,1302.36,7.31,99.13,0.001803
14501,27.454,88.524,1004.47,28.73,270.79,0.004681
14544,27.716,88.557,2693.99,19.98,110.95,0.002376
14574,27.495,88.536,1276.52,19.41,243.91,0.001191
14511,27.54,88.499,1152.95,45.85,339.39,0.000544
14641,27.331,88.614,1650.15,11.11,253.82,0.003128
14630,27.543,88.63,1351.37,36.86,228.62,-0.006188
1935,23.899,91.76,191.54,20.47,349.61,-0.009624
4848,24.09,91.466,105.72,7.0,145.4,0.00281
6513,23.014,91.717,22.22,5.92,191.64,0.001516
9733,23.865,91.895,125.5,3.68,123.61,-0.000519
9745,24.195,91.829,31.71,0.3,240.17,-0.000319
11357,24.025,91.497,116.26,12.55,174.81,0.010526
11501,23.793,91.531,143.0,10.76,274.93,-0.005154
11502,23.717,91.616,66.88,4.98,39.19,0.02251
14439,29.993,78.33,488.38,8.19,179.52,0.000161
146,30.733,78.439,1443.21,41.67,25.22,0.003204
149,30.557,79.56,1862.01,16.43,246.88,-0.005153
150,30.4,79.349,1345.82,51.75,155.38,-0.008505
173,30.07,78.303,471.32,4.7,281.21,0.000406
237,29.583,80.217,1585.51,6.85,258.7,-0.013276
653,29.33,80.1,1625.87,17.32,126.87,-0.001421
1072,29.589,80.21,1636.15,17.91,113.88,-0.005229
1097,29.409,80.133,1628.06,23.32,175.57,-0.002435
1130,29.704,78.566,426.37,31.45,223.03,0.001526
1521,30.381,78.47,1054.44,20.52,25.6,0.00342
2040,30.638,78.33,907.82,34.44,262.54,-0.0024
2041,30.249,78.885,890.77,33.1,146.38,0.005732
2103,29.986,78.612,1015.74,37.61,13.45,0.003457
2104,29.36,80.126,1372.82,25.25,104.8,0.005979
2105,29.358,79.552,1335.84,2.59,68.01,0.003405
2120,29.61,79.663,1510.96,14.57,282.31,0.001952
2161,30.747,78.452,1154.24,18.42,87.08,0.004286
2162,30.405,79.343,1094.17,17.6,200.48,0.001634
2202,30.407,79.335,1045.34,40.04,355.4,0.001197
2227,30.646,79.531,2040.96,24.68,97.86,0.0039
2228,30.679,78.348,992.93,53.16,14.68,-0.000149
2229,30.515,78.368,853.03,36.91,120.58,0.005986
2241,30.802,78.618,1654.12,44.21,46.33,-0.010504
2257,30.728,79.497,3051.83,19.87,303.88,0.000211
2268,30.013,79.926,1717.97,34.27,141.75,0.001221
2290,30.651,79.026,1983.27,28.46,306.0,0.002773
2291,30.966,78.415,2506.69,50.86,297.51,0.003419
2292,30.818,78.619,1600.64,33.5,102.49,-0.006905
2293,30.722,78.644,3274.87,44.04,326.73,-0.005992
2294,30.385,78.837,2170.86,7.55,183.41,0.000989
2309,30.424,79.672,5067.3,49.82,105.88,-0.012969
2339,30.365,78.064,778.81,4.73,280.36,-0.006475
2378,30.135,78.39,375.07,5.47,44.89,-0.000255
2379,30.285,78.983,656.91,20.85,185.84,0.006125
2380,30.401,79.028,1014.66,16.82,108.31,0.00439
2389,30.5,79.389,2146.49,34.28,234.25,0.007966
2390,30.796,78.623,1880.68,22.68,237.86,0.004191
2391,30.899,78.34,1785.4,42.07,173.07,0.000549
2416,30.733,78.44,1437.46,43.79,1.27,0.004055
2440,30.754,79.5,3151.14,10.47,246.14,0.000141
2443,29.604,79.534,1770.01,25.77,291.16,-0.00011
2444,29.296,79.54,644.41,21.66,126.24,0.001896
2445,30.145,78.601,473.82,40.54,345.02,-0.00259
2455,30.104,78.427,697.69,38.14,39.64,0.002112
2456,30.799,79.436,4149.6,26.91,339.74,-0.018044
2458,30.902,78.776,5236.27,28.35,263.27,-0.003972
2459,29.548,79.321,840.22,24.21,192.8,0.008082
2470,30.433,78.077,1441.0,23.03,268.08,-0.013977
2471,29.791,80.058,1446.81,22.13,246.48,0.0025
2453,29.613,79.494,1705.07,30.79,100.43,0.008899
2454,30.901,79.532,5843.71,45.6,102.95,-0.016862
2476,29.338,79.484,1239.92,28.36,137.59,-0.003056
2478,30.733,78.44,1437.46,43.79,1.27,0.004055
3141,30.475,79.229,2921.26,41.18,9.15,0.001824
3558,30.921,78.328,2360.62,38.51,68.46,0.002259
3559,30.478,78.274,2259.5,32.74,55.41,0.003885
3577,30.532,79.354,2688.4,41.29,142.02,-0.00706
3578,30.241,78.908,800.14,37.32,179.01,-0.000533
3668,29.607,79.93,1713.22,28.59,103.49,0.000857
3669,30.767,78.796,3830.04,30.23,199.44,-0.000293
3670,30.676,79.042,2442.35,48.36,3.65,0.007017
3671,30.815,78.224,1342.88,19.94,221.34,-0.002232
3673,30.242,78.9,637.22,34.03,147.56,-0.001892
3674,30.067,79.019,2176.62,32.61,344.58,0.014774
3678,30.15,78.775,1640.66,27.72,106.96,-0.000963
3737,30.321,78.032,655.0,4.92,346.12,-0.002953
3746,30.651,79.519,2241.42,12.44,98.79,0.001929
3749,30.741,79.493,3088.97,13.93,293.99,0.001275
3750,30.765,78.593,1407.66,1.33,349.73,0.000171
3751,30.733,79.069,3544.05,30.66,279.94,0.008508
3752,31.019,78.413,3256.31,43.8,27.88,0.000398
3757,30.733,78.44,1437.46,43.79,1.27,0.004055
3759,30.506,79.113,1974.57,8.59,49.99,-8.3e-05
3819,30.404,79.332,1087.05,6.58,223.76,-0.002249
3820,30.167,78.112,466.45,1.04,307.15,0.000822
3821,29.733,79.637,1556.95,23.22,352.56,0.000619
3859,30.012,78.197,353.43,2.2,195.16,-0.000953
3899,30.226,78.376,1014.28,29.69,321.86,-0.005896
3900,30.652,79.557,3450.31,6.34,193.72,-0.004533
3905,30.283,78.304,1688.58,39.97,325.68,-0.015457
3913,29.912,78.172,285.58,2.17,343.3,-0.002528
3914,28.867,79.568,205.53,2.3,251.25,-0.002082
4090,29.913,79.353,1018.46,13.76,322.89,0.007487
4240,29.58,80.212,1528.22,7.18,22.94,0.00665
4445,30.128,78.322,422.92,6.41,4.2,0.00505
6310,30.488,78.037,1277.82,30.38,160.84,0.012982
4472,30.736,78.44,1662.54,25.65,25.22,-0.011653
4481,30.659,79.561,3396.37,45.68,238.34,-0.003467
4487,30.618,78.323,881.58,46.18,17.07,0.002086
4551,29.841,79.776,881.12,1.75,299.97,0.000108
4550,30.285,78.983,656.91,20.85,185.84,0.006125
4914,30.739,78.531,1301.52,3.59,180.38,-0.0022
4928,30.462,79.077,1020.84,39.52,273.72,0.005827
4929,30.495,78.388,935.3,30.78,117.75,-0.000309
4930,30.885,78.67,1826.57,31.04,20.22,0.012327
4931,29.799,80.417,769.86,39.35,347.91,0.005484
4924,30.735,79.067,3547.79,2.66,347.7,0.00333
4936,30.695,79.054,2790.67,34.65,25.04,-0.006785
4940,30.307,78.017,624.92,4.8,258.44,0.005684
4943,29.599,79.659,1584.88,12.4,187.56,0.002528
4949,30.38,78.502,886.58,32.13,198.13,0.002083
4966,29.594,79.681,1245.96,9.72,173.89,-0.006319
4978,30.454,78.391,1120.37,17.43,69.99,-0.000622
4974,30.409,79.058,885.47,35.22,221.59,-0.012673
4975,30.252,78.923,700.56,34.55,68.06,0.006153
5022,29.58,80.221,1537.34,14.84,312.29,0.001456
5023,30.071,80.239,2062.42,12.98,120.99,0.003791
5024,30.172,80.858,3218.06,33.84,124.84,-0.005854
5068,30.363,79.214,1646.36,16.91,95.27,0.0106
5086,29.38,79.463,1946.41,14.39,164.98,-0.000794
5088,29.38,79.463,1946.41,14.39,164.98,-0.000794
5129,30.404,79.331,1065.92,32.15,285.72,-0.014132
5130,30.731,78.435,1106.0,33.28,316.79,0.051146
5139,30.072,80.237,2093.43,16.79,114.53,0.000224
5176,30.194,79.194,1697.43,30.29,334.66,-0.018314
5177,30.29,79.151,807.05,7.66,215.87,3.8e-05
5178,30.461,79.477,2463.8,24.82,234.31,0.006893
5179,30.262,79.219,839.85,33.94,320.57,0.003302
5181,30.273,79.233,1050.79,43.28,194.87,-0.011462
5182,30.301,79.363,1032.8,18.48,150.8,0.009099
5183,30.306,79.329,949.57,5.83,168.12,-0.003367
5184,30.906,78.091,1538.77,19.13,62.7,0.003055
5195,30.404,79.328,1012.86,55.45,94.36,0.015151
5196,30.893,78.48,3566.05,31.93,36.43,0.001289
5197,30.82,78.619,1566.53,14.9,83.3,0.011825
5198,30.893,78.48,3566.05,31.93,36.43,0.001289
5199,30.787,78.617,1527.4,31.7,131.24,-0.002957
5208,30.284,79.25,857.78,35.72,251.34,0.00503
5209,30.654,78.337,996.94,37.34,30.2,-0.017807
5215,30.452,78.754,2025.68,19.88,31.56,0.000584
5224,29.996,80.201,2051.63,52.64,351.04,0.014129
5225,30.819,78.615,1760.38,23.77,106.7,-0.002285
5240,30.382,78.095,828.64,23.99,262.94,0.022109
5241,29.595,79.663,1457.83,17.44,42.23,0.00027
5285,29.566,80.366,554.96,9.59,19.1,0.00596
5320,30.601,78.345,1655.19,19.18,287.13,0.002227
5346,31.034,78.725,2507.87,34.37,222.51,0.002198
5347,30.729,78.44,1122.26,5.34,236.02,0.001009
5358,30.664,78.057,876.51,41.48,14.15,0.024693
5359,30.742,78.454,1198.61,20.82,86.68,-0.005517
5360,30.364,79.316,989.07,25.69,299.64,0.00032
5361,31.083,78.066,2212.74,14.54,179.02,0.003732
5365,30.629,78.33,956.97,35.55,57.61,0.010271
5410,29.953,78.151,312.97,15.18,23.0,0.004059
5567,30.6,78.315,909.82,5.91,73.53,0.018141
5608,30.535,79.085,1408.62,21.86,120.94,0.002189
5611,30.535,79.085,1408.62,21.86,120.94,0.002189
6162,30.431,78.08,1485.96,26.63,249.46,0.007507
6167,30.633,78.995,1904.42,13.55,108.02,0.001358
6177,29.159,79.146,231.59,1.15,60.51,-0.002741
6184,29.583,80.218,1562.92,11.81,69.77,0.002859
6510,30.118,78.747,1464.73,11.26,237.6,0.002364
6525,30.994,78.459,3042.3,48.6,31.39,0.007409
6341,30.688,79.048,2665.49,38.58,51.5,0.010308
6928,30.615,79.81,2756.59,47.4,46.91,0.008618
7111,30.563,79.577,1476.77,36.8,268.42,0.016502
7110,30.557,79.554,1882.73,18.59,157.44,0.000564
6947,30.026,78.628,514.69,50.01,280.76,-0.00173
7012,30.684,79.048,2486.18,18.01,1.89,-0.002477
7084,29.393,79.453,1985.93,16.78,20.34,-0.000572
7159,29.391,79.455,1941.53,3.27,283.25,0.004002
7160,30.38,78.486,903.09,40.25,187.29,0.002898
7161,30.241,78.9,716.41,49.82,157.63,-0.009261
7224,30.73,78.438,1120.9,14.2,339.56,0.007842
7227,30.071,80.236,2118.94,10.99,166.63,0.002257
7270,29.586,80.219,1664.93,11.52,126.33,-0.005919
7294,30.453,78.105,2105.28,38.27,1.02,-0.001263
7295,30.452,78.144,2330.3,9.87,22.65,-0.02963
7296,30.416,78.342,2342.46,21.45,279.39,0.001532
7273,30.241,78.901,696.32,42.47,164.38,-0.010316
7297,30.72,79.076,3614.75,37.2,298.59,-0.002339
7391,31.036,78.858,2799.22,51.52,326.53,-0.006694
7308,30.911,78.681,1979.78,38.59,252.22,-0.00756
7309,30.786,78.616,1538.25,28.5,31.48,0.000389
7310,30.909,78.33,1799.58,39.21,88.69,-0.002674
7311,30.649,79.527,2105.33,34.4,151.67,-0.000169
9314,30.306,78.065,653.87,9.67,232.61,0.006126
9318,30.701,77.864,2119.63,34.95,20.76,-0.00781
8032,30.33,79.321,959.17,27.66,335.67,-0.000552
8367,29.8,80.257,1660.87,21.58,145.56,0.001642
9008,30.335,78.511,1482.83,20.47,44.93,-0.000788
9002,30.455,78.097,1952.26,28.66,323.65,0.005058
9017,30.164,78.294,1145.48,46.07,256.43,-0.006979
9020,29.955,78.168,308.67,17.17,14.08,0.006631
9166,30.731,78.436,1149.33,39.64,341.54,-0.000559
9258,30.975,78.438,2522.29,5.78,305.27,0.00022
9449,30.739,79.495,3118.66,2.26,187.11,0.000411
9448,29.587,80.215,1589.44,19.27,159.34,0.002024
9849,30.071,80.237,2112.26,14.81,129.44,-0.003295
9864,29.351,79.451,1562.02,18.14,262.22,0.00354
9915,30.922,78.681,2031.51,37.99,286.01,-0.016246
9912,30.996,78.936,3079.1,36.45,336.79,0.002737
10066,30.597,79.57,1648.99,40.57,62.35,0.008797
9630,29.8521,80.553,894.05,6.58,162.5,0.003598
10068,30.814,78.618,1694.83,14.97,104.6,0.000944
10069,30.615,78.316,905.34,6.51,26.33,-0.005651
10070,31.013,78.884,3032.94,36.04,2.62,0.014146
10073,30.504,79.488,1527.33,25.8,282.3,-0.010516
9802,30.565,79.562,1400.76,15.15,0.86,0.013142
9809,30.733,79.492,3076.37,31.37,79.79,4.3e-05
9706,30.336,79.32,947.99,38.59,297.76,-0.000426
10006,29.889,80.565,1219.8,44.11,67.85,0.001582
10067,30.241,78.898,796.62,45.91,142.07,0.00951
10071,30.413,78.084,1126.61,30.21,342.71,0.000433
10866,29.834,80.269,1349.92,48.23,94.5,-0.006886
10072,30.239,77.956,767.96,7.36,26.33,0.00134
12881,30.739,78.374,1041.75,11.18,1.6,-0.004523
13214,29.42,80.244,420.05,1.62,283.86,-0.001462
12880,30.741,78.527,1280.43,4.46,310.9,-0.006409
11317,30.652,79.52,2164.14,37.45,123.98,0.003957
11513,30.722,78.445,1287.32,31.52,282.52,-0.006648
14102,30.821,78.233,1207.5,2.14,306.98,0.000995
14194,30.04,80.314,1319.44,53.83,292.37,-0.012583
14081,30.917,78.684,2313.58,37.44,288.25,-0.006013
14577,29.384,79.463,1938.0,7.62,284.45,0.008399
14530,29.387,79.461,1938.0,0.0,0.0,0.0
12882,30.359,78.377,1495.77,39.82,22.11,0.001703
13796,30.272,79.45,1711.06,32.27,195.18,-0.001521
14464,30.291,78.487,708.7,23.05,25.41,-0.012915
14572,31.019,78.045,1152.58,13.79,152.7,0.009023
13834,30.517,79.092,1299.95,21.51,189.78,0.000705
