event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d
3860,2011-07-29,25.419,94.108,Manipur,4.21,9.26,33.41,200.77,300.12
3881,2011-08-05,27.103,93.689,Arunachal Pradesh,21.34,48.21,57.1,226.79,521.8
3884,2011-08-07,31.691,77.132,Himachal Pradesh,6.55,31.34,52.03,131.32,305.55
3888,2011-08-07,31.24,77.926,Himachal Pradesh,0.14,23.85,45.03,148.93,310.76
3889,2011-08-07,31.708,76.932,Himachal Pradesh,6.55,31.34,52.03,131.32,305.55
3890,2011-08-07,31.715,77.022,Himachal Pradesh,6.55,31.34,52.03,131.32,305.55
3894,2011-08-07,31.077,77.392,Himachal Pradesh,0.65,31.23,56.82,171.45,380.55
3895,2011-08-07,31.077,77.391,Himachal Pradesh,0.65,31.23,56.82,171.45,380.55
3899,2011-08-08,30.226,78.376,Uttarakhand,0.75,12.03,59.14,201.35,446.64
3900,2011-08-08,30.652,79.557,Uttarakhand,1.11,3.82,40.96,141.08,318.15
3905,2011-08-10,30.283,78.304,Uttarakhand,5.26,10.01,54.07,199.99,419.7
3912,2011-08-12,27.44,92.283,Arunachal Pradesh,6.41,9.64,28.55,86.72,289.16
3913,2011-08-12,29.912,78.172,Uttarakhand,9.96,25.21,40.32,144.53,444.69
3914,2011-08-12,28.867,79.568,Uttarakhand,16.85,31.87,47.64,128.72,319.64
3916,2011-08-13,25.771,93.807,Nagaland,9.88,16.2,56.43,120.03,318.92
3917,2011-08-13,31.708,76.931,Himachal Pradesh,14.49,56.36,96.04,152.97,343.64
3925,2011-08-15,27.489,93.015,Arunachal Pradesh,42.1,67.64,79.22,144.74,465.07
3927,2011-08-16,25.514,90.217,Meghalaya,136.4,164.09,246.72,511.16,644.61
3932,2011-08-18,25.83,94.13,Nagaland,4.67,37.16,91.83,194.32,306.79
3943,2011-08-23,27.139,88.226,Sikkim,18.66,46.72,104.73,282.04,499.37
3944,2011-08-25,27.734,88.633,Sikkim,4.66,42.6,65.15,176.49,300.86
3965,2011-09-06,24.808,93.117,Assam,22.29,30.58,45.24,83.57,305.33
3983,2011-09-23,26.155,91.735,Assam,10.55,36.67,79.84,202.44,249.06
3997,2011-09-30,27.516,88.558,Sikkim,0.02,0.22,42.89,122.06,169.03
4090,2011-12-10,29.913,79.353,Uttarakhand,0.0,3.48,3.62,3.62,3.62
4202,2012-02-16,32.566,76.12,Himachal Pradesh,0.0,0.97,14.97,22.32,23.91
4240,2012-03-04,29.58,80.212,Uttarakhand,0.09,0.09,0.09,0.09,2.2
4241,2012-03-04,25.16,93.68,Manipur,0.04,8.26,13.66,13.84,14.4
4313,2012-04-08,28.466,95.86,Arunachal Pradesh,3.12,12.66,15.87,48.45,63.06
4377,2012-06-02,26.148,91.736,Assam,12.72,43.71,113.79,140.23,184.34
4378,2012-06-02,28.825,96.152,Arunachal Pradesh,4.69,12.46,14.98,25.87,73.49
4382,2012-06-03,25.118,92.857,Assam,27.34,76.45,112.95,141.29,189.89
4383,2012-06-03,25.306,93.127,Assam,26.59,84.45,114.11,144.31,192.91
4384,2012-06-03,25.178,93.012,Assam,27.34,76.45,112.95,141.29,189.89
4385,2012-06-03,27.717,88.558,Sikkim,0.37,5.51,34.32,36.5,71.45
4392,2012-06-06,29.241,95.976,Arunachal Pradesh,4.01,16.89,37.8,50.58,97.98
4393,2012-06-07,27.757,88.632,Sikkim,0.05,2.27,4.79,12.4,20.7
4394,2012-06-07,27.175,88.646,Sikkim,0.08,19.22,36.78,99.4,137.94
4403,2012-06-10,24.814,93.544,Manipur,5.93,7.31,42.21,128.82,170.59
4407,2012-06-13,25.095,92.357,Meghalaya,38.73,97.96,142.77,359.44,488.19
4408,2012-06-13,25.55,92.076,Meghalaya,27.68,87.41,124.29,363.83,483.57
4411,2012-06-14,27.339,88.607,Sikkim,0.38,1.05,3.53,33.94,51.06
4424,2012-06-20,26.149,91.735,Assam,32.69,36.57,116.35,194.5,463.87
4426,2012-06-22,26.123,91.716,Assam,43.46,79.73,89.48,225.09,503.09
4434,2012-06-25,26.105,91.737,Assam,100.21,151.86,234.0,361.67,647.02
4435,2012-06-25,27.174,95.801,Arunachal Pradesh,36.02,76.5,135.79,249.31,403.09
4436,2012-06-25,26.999,95.499,Arunachal Pradesh,36.02,76.5,135.79,249.31,403.09
4445,2012-07-05,30.128,78.322,Uttarakhand,0.17,24.26,64.65,104.75,109.29
4446,2012-07-05,28.999,94.889,Arunachal Pradesh,4.3,30.75,65.95,179.18,289.14
4447,2012-07-05,31.107,77.209,Himachal Pradesh,0.39,16.4,51.6,88.04,90.96
4472,2012-08-14,30.736,78.44,Uttarakhand,22.44,42.58,100.35,253.44,411.73
4481,2012-08-17,30.659,79.561,Uttarakhand,21.94,49.22,94.13,209.01,329.0
4487,2012-08-17,30.618,78.323,Uttarakhand,35.39,81.68,146.94,310.83,470.12
4497,2012-08-18,32.228,78.071,Himachal Pradesh,26.44,39.23,67.05,95.75,154.98
4498,2012-08-18,32.18,77.195,Himachal Pradesh,41.28,61.51,108.54,163.36,267.05
4513,2012-08-24,32.1,76.27,Himachal Pradesh,9.32,43.62,67.2,119.52,182.38
4514,2012-08-24,31.709,76.931,Himachal Pradesh,9.58,37.17,98.19,172.4,266.35
4515,2012-08-24,30.74,77.285,Himachal Pradesh,23.86,41.38,178.99,336.5,552.97
4516,2012-08-24,30.904,77.097,Himachal Pradesh,8.65,30.54,97.12,169.27,266.95
4550,2012-09-14,30.285,78.983,Uttarakhand,22.52,77.03,105.32,158.69,444.76
4551,2012-09-14,29.841,79.776,Uttarakhand,10.09,28.12,39.13,73.02,223.12
4556,2012-09-16,27.168,88.365,Sikkim,36.17,98.58,150.96,177.91,343.09
4565,2012-09-18,31.023,77.103,Himachal Pradesh,14.44,69.09,128.49,188.57,297.29
4569,2012-09-19,27.839,88.556,Sikkim,1.38,6.43,37.52,53.42,112.6
4570,2012-09-19,27.846,95.225,Arunachal Pradesh,62.91,108.4,203.85,348.6,632.71
4571,2012-09-19,27.656,88.605,Sikkim,5.16,19.03,89.34,112.09,220.17
4610,2012-11-11,23.771,92.522,Mizoram,0.0,0.09,28.72,36.13,36.8
4757,2013-02-18,28.119,95.165,Arunachal Pradesh,2.93,5.34,5.34,5.34,5.34
4798,2013-04-07,28.825,96.151,Arunachal Pradesh,0.08,5.32,14.62,36.31,54.52
4845,2013-05-07,24.232,92.676,Mizoram,55.11,132.57,243.11,277.93,335.05
4848,2013-05-08,24.09,91.466,Tripura,45.59,126.29,207.05,260.08,294.94
4857,2013-05-11,23.728,92.718,Mizoram,21.06,76.18,247.9,387.9,434.86
4858,2013-05-11,26.166,91.714,Assam,38.98,109.25,235.03,337.59,409.56
4859,2013-05-11,26.177,91.76,Assam,38.98,109.25,235.03,337.59,409.56
4860,2013-05-11,26.102,91.691,Assam,38.98,109.25,235.03,337.59,409.56
4861,2013-05-12,24.993,93.495,Manipur,10.44,45.62,108.43,240.21,298.18
4892,2013-06-01,27.878,94.25,Arunachal Pradesh,10.89,21.72,51.05,106.93,249.4
4905,2013-06-07,26.098,94.703,Nagaland,9.11,20.54,30.52,64.87,191.56
4906,2013-06-07,26.098,94.75,Nagaland,9.11,20.54,30.52,64.87,191.56
4908,2013-06-08,27.372,88.708,Sikkim,10.3,15.09,35.18,111.1,164.71
4912,2013-06-12,31.49,76.704,Himachal Pradesh,12.41,37.0,39.53,42.97,43.72
4913,2013-06-12,31.488,76.67,Himachal Pradesh,12.41,37.0,39.53,42.97,43.72
4914,2013-06-13,30.739,78.531,Uttarakhand,60.54,87.48,106.93,120.78,122.19
4916,2013-06-12,32.211,76.283,Himachal Pradesh,17.95,39.74,40.03,41.61,43.54
4917,2013-06-12,32.555,76.125,Himachal Pradesh,10.27,28.96,29.03,31.97,37.8
4920,2013-06-15,31.517,78.098,Himachal Pradesh,46.03,90.81,112.13,115.54,120.23
4924,2013-06-17,30.735,79.067,Uttarakhand,57.07,228.69,303.23,328.26,336.01
4925,2013-06-16,31.455,78.2,Himachal Pradesh,84.99,152.11,195.97,200.53,205.22
4926,2013-06-16,30.674,77.354,Himachal Pradesh,153.7,286.17,391.94,401.2,409.24
4927,2013-06-16,30.573,77.652,Himachal Pradesh,153.7,286.17,391.94,401.2,409.24
4928,2013-06-16,30.462,79.077,Uttarakhand,116.18,191.89,260.12,271.19,278.94
4929,2013-06-16,30.495,78.388,Uttarakhand,158.4,294.73,390.77,401.08,410.15
4930,2013-06-16,30.885,78.67,Uttarakhand,119.62,239.74,312.27,320.16,327.52
4931,2013-06-16,29.799,80.417,Uttarakhand,16.06,20.82,42.93,59.39,65.96
4932,2013-06-16,31.348,77.461,Himachal Pradesh,129.03,220.07,291.17,296.92,302.59
4933,2013-06-16,31.599,78.438,Himachal Pradesh,102.57,166.77,212.94,217.8,222.73
4936,2013-06-17,30.695,79.054,Uttarakhand,92.71,364.97,481.23,506.51,515.94
4940,2013-06-17,30.307,78.017,Uttarakhand,87.77,352.92,463.42,488.85,497.92
4943,2013-06-17,29.599,79.659,Uttarakhand,58.3,193.41,253.36,292.24,306.46
4946,2013-06-17,31.622,78.019,Himachal Pradesh,45.33,176.35,228.39,245.86,250.55
4949,2013-06-18,30.38,78.502,Uttarakhand,2.13,254.0,459.51,508.14,518.07
4966,2013-06-19,29.594,79.681,Uttarakhand,1.01,66.24,233.83,299.43,314.4
4974,2013-06-24,30.409,79.058,Uttarakhand,39.59,80.54,82.83,578.28,598.77
4975,2013-06-25,30.252,78.923,Uttarakhand,42.31,96.05,123.01,606.37,641.08
4978,2013-06-24,30.454,78.391,Uttarakhand,43.31,82.44,84.38,562.92,582.3
4990,2013-06-28,27.377,88.763,Sikkim,8.01,39.04,87.3,116.2,220.63
5005,2013-07-01,26.72,95.029,Nagaland,14.44,33.33,111.85,178.09,271.64
5006,2013-07-01,26.115,94.386,Nagaland,9.11,27.57,97.88,146.0,195.91
5013,2013-07-03,31.072,77.14,Himachal Pradesh,2.37,13.91,33.62,75.99,355.58
5022,2013-07-04,29.58,80.221,Uttarakhand,1.14,10.42,32.27,276.32,471.85
5023,2013-07-04,30.071,80.239,Uttarakhand,0.72,9.99,28.86,180.58,362.51
5024,2013-07-04,30.172,80.858,Uttarakhand,0.51,7.65,21.5,135.94,219.95
5043,2013-07-06,31.991,76.791,Himachal Pradesh,3.04,20.0,29.14,76.07,317.9
5044,2013-07-06,31.163,77.724,Himachal Pradesh,7.01,14.36,37.34,153.51,576.01
5047,2013-07-07,31.88,76.916,Himachal Pradesh,17.96,37.72,46.97,88.81,335.76
5049,2013-07-07,31.56,77.168,Himachal Pradesh,21.83,35.69,48.29,99.65,383.16
5050,2013-07-07,31.703,76.936,Himachal Pradesh,21.83,35.69,48.29,99.65,383.16
5051,2013-07-07,31.702,76.973,Himachal Pradesh,21.83,35.69,48.29,99.65,383.16
5052,2013-07-07,31.709,76.93,Himachal Pradesh,21.83,35.69,48.29,99.65,383.16
5053,2013-07-07,31.967,76.852,Himachal Pradesh,17.96,37.72,46.97,88.81,335.76
5054,2013-07-07,31.702,76.942,Himachal Pradesh,21.83,35.69,48.29,99.65,383.16
5068,2013-07-10,30.363,79.214,Uttarakhand,2.64,28.23,90.72,139.12,548.19
5084,2013-07-13,25.616,94.117,Nagaland,7.57,78.03,127.84,206.92,313.46
5086,2013-07-12,29.38,79.463,Uttarakhand,4.75,27.56,173.69,216.28,655.49
5087,2013-07-12,25.627,94.114,Nagaland,18.68,107.07,129.82,203.86,306.22
5088,2013-07-12,29.38,79.463,Uttarakhand,4.75,27.56,173.69,216.28,655.49
5097,2013-07-14,31.471,77.675,Himachal Pradesh,4.74,12.69,83.61,143.73,477.82
5098,2013-07-14,32.17,77.179,Himachal Pradesh,4.28,7.78,113.59,160.69,346.95
5099,2013-07-14,30.674,77.354,Himachal Pradesh,5.66,22.02,88.8,188.41,675.31
5100,2013-07-14,31.673,76.534,Himachal Pradesh,3.21,4.16,109.38,148.56,240.69
5107,2013-07-15,25.627,94.114,Nagaland,14.57,35.52,150.03,214.78,338.29
5122,2013-07-17,25.766,93.941,Nagaland,5.65,24.17,83.82,154.53,322.05
5123,2013-07-17,25.713,94.089,Nagaland,3.66,25.34,116.75,200.15,344.76
5129,2013-07-18,30.404,79.331,Uttarakhand,7.0,51.91,71.87,167.58,318.39
5130,2013-07-18,30.731,78.435,Uttarakhand,8.45,64.93,96.46,210.25,390.3
5139,2013-07-19,30.072,80.237,Uttarakhand,15.67,54.33,89.61,218.07,398.65
5176,2013-07-23,30.194,79.194,Uttarakhand,1.8,58.58,156.95,237.16,531.71
5177,2013-07-23,30.29,79.151,Uttarakhand,1.35,40.62,102.63,159.95,362.23
5178,2013-07-24,30.461,79.477,Uttarakhand,15.7,26.23,96.52,169.02,342.6
5179,2013-07-24,30.262,79.219,Uttarakhand,15.7,26.23,96.52,169.02,342.6
5181,2013-07-24,30.273,79.233,Uttarakhand,15.7,26.23,96.52,169.02,342.6
5182,2013-07-24,30.301,79.363,Uttarakhand,15.7,26.23,96.52,169.02,342.6
5183,2013-07-24,30.306,79.329,Uttarakhand,15.7,26.23,96.52,169.02,342.6
5184,2013-07-24,30.906,78.091,Uttarakhand,13.91,21.36,81.91,152.74,292.75
5195,2013-07-25,30.404,79.328,Uttarakhand,5.77,22.82,95.29,172.15,311.27
5196,2013-07-25,30.893,78.48,Uttarakhand,1.54,17.56,82.59,167.13,302.54
5197,2013-07-25,30.82,78.619,Uttarakhand,1.54,17.56,82.59,167.13,302.54
5198,2013-07-25,30.893,78.48,Uttarakhand,1.54,17.56,82.59,167.13,302.54
5199,2013-07-25,30.787,78.617,Uttarakhand,1.54,17.56,82.59,167.13,302.54
5208,2013-07-26,30.284,79.25,Uttarakhand,1.45,22.92,79.8,168.61,308.05
5209,2013-07-26,30.654,78.337,Uttarakhand,1.04,25.6,94.52,213.45,387.83
5214,2013-07-27,31.893,78.63,Himachal Pradesh,0.26,1.65,17.97,73.42,123.57
5215,2013-07-27,30.452,78.754,Uttarakhand,2.09,8.34,82.42,231.18,407.7
5224,2013-07-28,29.996,80.201,Uttarakhand,14.7,19.55,77.02,204.52,357.45
5225,2013-07-28,30.819,78.615,Uttarakhand,19.65,21.44,44.48,171.88,305.1
5240,2013-07-31,30.382,78.095,Uttarakhand,24.14,49.02,82.37,228.98,424.11
5241,2013-07-31,29.595,79.663,Uttarakhand,18.81,42.35,96.7,308.51,548.91
5250,2013-08-01,27.884,93.052,Arunachal Pradesh,9.91,35.1,51.34,174.23,309.29
5268,2013-08-04,26.014,94.516,Nagaland,5.78,14.93,47.43,109.0,290.88
5269,2013-08-04,25.838,94.523,Nagaland,5.78,14.93,47.43,109.0,290.88
5270,2013-08-04,26.048,94.462,Nagaland,5.78,14.93,47.43,109.0,290.88
5271,2013-08-04,26.284,94.581,Nagaland,5.53,15.66,54.81,135.7,307.87
5272,2013-08-04,26.208,94.544,Nagaland,5.78,14.93,47.43,109.0,290.88
5273,2013-08-04,26.181,94.55,Nagaland,5.78,14.93,47.43,109.0,290.88
5274,2013-08-04,26.084,94.564,Nagaland,5.78,14.93,47.43,109.0,290.88
5275,2013-08-04,26.15,94.606,Nagaland,5.78,14.93,47.43,109.0,290.88
5285,2013-08-05,29.566,80.366,Uttarakhand,9.38,21.01,44.2,145.29,394.77
5290,2013-08-07,32.232,76.304,Himachal Pradesh,11.97,129.07,184.92,212.08,387.86
5300,2013-08-09,25.318,94.044,Manipur,1.71,17.09,68.88,125.01,300.4
5312,2013-08-12,26.71,94.693,Nagaland,19.89,27.16,92.37,186.13,361.87
5320,2013-08-13,30.601,78.345,Uttarakhand,23.95,51.88,102.11,285.7,519.8
5334,2013-08-16,32.361,77.304,Himachal Pradesh,12.67,48.84,75.22,171.3,254.54
5336,2013-08-16,26.39,94.944,Nagaland,39.28,53.14,98.45,220.68,387.63
5337,2013-08-16,26.421,94.973,Nagaland,39.28,53.14,98.45,220.68,387.63
5338,2013-08-16,26.873,94.928,Nagaland,36.7,45.85,83.15,219.67,404.03
5343,2013-08-18,24.763,93.434,Manipur,5.43,24.39,123.53,216.56,336.38
5346,2013-08-17,31.034,78.725,Uttarakhand,20.72,41.8,88.17,229.67,379.89
5347,2013-08-17,30.729,78.44,Uttarakhand,28.74,59.6,124.47,317.08,539.89
5358,2013-08-18,30.664,78.057,Uttarakhand,2.62,41.26,100.51,264.67,487.79
5359,2013-08-18,30.742,78.454,Uttarakhand,2.33,42.41,108.1,281.27,519.71
5360,2013-08-18,30.364,79.316,Uttarakhand,2.24,26.45,73.51,178.08,344.63
5361,2013-08-18,31.083,78.066,Uttarakhand,1.9,28.05,72.06,188.93,341.24
5365,2013-08-20,30.629,78.33,Uttarakhand,13.34,19.02,81.67,222.65,447.44
5382,2013-08-21,31.538,77.374,Himachal Pradesh,15.31,31.84,93.45,187.01,375.42
5410,2013-08-28,29.953,78.151,Uttarakhand,7.07,24.06,39.19,146.79,434.52
5421,2013-08-30,26.421,94.973,Nagaland,7.63,44.85,79.68,165.63,350.44
5427,2013-08-15,25.383,94.188,Manipur,4.08,74.99,91.33,175.09,275.76
5429,2013-09-01,27.343,88.243,Sikkim,4.12,12.85,49.72,90.66,273.75
5430,2013-09-01,24.904,93.487,Manipur,5.42,8.29,54.14,89.99,293.88
5431,2013-09-01,24.983,93.506,Manipur,5.42,8.29,54.14,89.99,293.88
5441,2013-09-02,28.611,94.983,Arunachal Pradesh,24.66,57.5,122.63,160.25,401.7
5442,2013-09-02,27.161,93.753,Arunachal Pradesh,40.7,70.95,160.05,214.7,439.7
5476,2013-09-07,27.374,88.732,Sikkim,5.47,27.37,61.64,118.27,224.6
5485,2013-09-08,27.605,88.646,Sikkim,1.77,18.96,59.88,119.47,216.26
5552,2013-09-24,25.099,94.362,Manipur,0.3,0.56,1.4,79.51,257.66
5567,2013-09-30,30.6,78.315,Uttarakhand,7.21,16.05,31.8,46.27,133.6
5575,2013-10-06,25.827,94.15,Nagaland,13.73,43.76,50.59,85.88,178.33
5582,2013-10-06,26.131,91.838,Assam,62.76,151.09,174.79,249.97,276.04
5584,2013-10-06,26.167,91.705,Assam,62.76,151.09,174.79,249.97,276.04
5598,2013-10-11,32.367,77.086,Himachal Pradesh,14.39,14.39,15.33,28.01,44.5
5603,2013-10-14,25.426,94.602,Manipur,0.0,0.04,7.85,60.56,119.96
5608,2013-10-16,30.535,79.085,Uttarakhand,0.36,0.36,5.43,17.43,55.03
5611,2013-10-18,30.535,79.085,Uttarakhand,0.03,0.39,0.57,13.42,55.06
5864,2014-02-12,31.825,77.47,Himachal Pradesh,0.0,0.05,14.98,15.76,70.21
6015,2014-05-08,27.903,96.174,Arunachal Pradesh,33.77,55.08,62.54,77.05,98.57
6016,2014-05-10,24.867,92.358,Assam,19.55,108.23,176.72,235.2,238.06
6105,2014-06-27,28.921,95.343,Arunachal Pradesh,14.77,18.84,30.77,79.53,112.18
6106,2014-06-27,26.141,91.765,Assam,6.85,21.91,150.58,297.77,349.14
6107,2014-06-27,26.184,91.79,Assam,6.85,21.91,150.58,297.77,349.14
6110,2014-06-27,26.162,91.77,Assam,6.85,21.91,150.58,297.77,349.14
6112,2014-06-28,26.196,91.765,Assam,10.84,31.92,109.1,284.5,354.92
6143,2014-07-14,23.733,92.746,Mizoram,4.46,14.06,35.85,99.58,446.56
6162,2014-07-19,30.431,78.08,Uttarakhand,19.59,47.41,133.06,169.22,203.13
6167,2014-07-20,30.633,78.995,Uttarakhand,10.51,48.53,115.02,189.06,225.63
6177,2014-07-24,29.159,79.146,Uttarakhand,3.88,15.39,144.47,200.83,275.95
6184,2014-07-28,29.583,80.218,Uttarakhand,34.95,65.07,109.57,364.98,438.22
6200,2014-08-17,27.087,93.609,Arunachal Pradesh,4.65,43.69,146.25,235.39,447.42
6213,2014-09-24,25.814,90.576,Meghalaya,9.55,193.47,324.36,398.67,447.95
6214,2014-10-05,25.97,91.859,Meghalaya,0.0,0.0,0.02,276.18,387.35
6222,2014-10-01,27.125,93.771,Arunachal Pradesh,0.0,0.01,81.07,271.83,424.95
6247,2014-10-15,31.016,77.099,Himachal Pradesh,0.09,8.4,8.4,17.82,26.72
6282,2014-09-22,26.11,91.775,Assam,126.76,191.59,231.7,267.93,354.68
6283,2014-09-22,26.131,91.755,Assam,126.76,191.59,231.7,267.93,354.68
6284,2014-09-22,26.132,91.834,Assam,126.76,191.59,231.7,267.93,354.68
6285,2014-09-22,26.159,91.818,Assam,126.76,191.59,231.7,267.93,354.68
6286,2014-09-22,26.104,91.708,Assam,126.76,191.59,231.7,267.93,354.68
6287,2014-09-22,26.13,91.706,Assam,126.76,191.59,231.7,267.93,354.68
6288,2014-09-22,26.199,91.8,Assam,126.76,191.59,231.7,267.93,354.68
6289,2014-09-22,26.1,91.685,Assam,126.76,191.59,231.7,267.93,354.68
6290,2014-09-23,25.577,91.867,Meghalaya,73.98,252.28,349.11,400.87,530.74
6291,2014-09-21,25.735,90.385,Meghalaya,58.74,149.12,181.87,240.28,412.63
6292,2014-09-23,25.724,89.903,Assam,13.14,178.28,279.82,388.88,480.66
6293,2014-10-20,25.501,90.09,Meghalaya,0.0,0.07,8.69,36.88,268.38
6310,2012-08-06,30.488,78.037,Uttarakhand,0.03,62.45,130.08,239.02,367.49
6331,2014-09-08,25.947,94.628,Nagaland,3.11,20.52,21.92,53.51,230.72
6337,2014-09-10,31.777,76.983,Himachal Pradesh,0.97,1.4,218.46,306.74,364.65
6341,2014-09-11,30.688,79.048,Uttarakhand,4.66,9.21,49.19,81.27,251.57
6510,2014-08-15,30.118,78.747,Uttarakhand,77.74,114.15,159.41,327.55,488.85
6513,2014-08-15,23.014,91.717,Tripura,50.82,197.86,255.39,312.35,471.59
6525,2014-08-18,30.994,78.459,Uttarakhand,3.46,14.59,112.61,222.45,322.6
6538,2014-08-21,31.522,78.135,Himachal Pradesh,0.17,0.24,37.97,85.29,166.33
6552,2014-08-26,31.559,77.928,Himachal Pradesh,0.88,0.88,1.2,61.29,149.95
6775,2015-02-14,26.147,91.647,Assam,0.26,0.26,0.26,0.26,2.05
6786,2015-02-20,24.611,92.562,Assam,0.0,10.95,11.17,11.17,11.21
6851,2015-03-10,32.561,76.124,Himachal Pradesh,0.0,16.83,27.92,145.62,191.59
6928,2015-03-31,30.615,79.81,Uttarakhand,0.39,32.27,33.11,33.2,105.95
6945,2015-06-19,25.16,93.686,Manipur,1.74,5.62,28.44,108.65,182.72
6947,2015-06-21,30.026,78.628,Uttarakhand,5.63,18.78,23.36,28.91,30.82
6963,2015-06-19,23.713,92.736,Mizoram,4.32,6.93,47.01,132.52,251.62
6968,2015-06-13,25.463,92.212,Meghalaya,32.26,105.13,265.65,377.71,590.6
6969,2015-06-16,25.511,90.215,Meghalaya,27.16,62.64,230.34,248.16,409.65
6970,2015-06-16,25.508,90.219,Meghalaya,27.16,62.64,230.34,248.16,409.65
6971,2015-06-09,27.099,93.816,Arunachal Pradesh,44.35,137.97,228.36,382.26,593.82
6990,2015-06-24,26.032,94.547,Nagaland,13.93,42.27,87.83,166.46,382.43
7012,2015-06-25,30.684,79.048,Uttarakhand,25.46,29.94,48.35,55.71,57.69
7031,2015-05-24,27.616,88.659,Sikkim,0.21,9.49,26.27,53.52,83.83
7084,2015-07-06,29.393,79.453,Uttarakhand,42.12,59.38,101.53,274.32,307.15
7110,2015-04-30,30.557,79.554,Uttarakhand,1.82,2.92,4.62,9.36,44.09
7111,2015-04-28,30.563,79.577,Uttarakhand,1.06,2.35,2.76,14.89,61.85
7159,2015-07-10,29.391,79.455,Uttarakhand,36.45,61.82,134.01,275.61,381.74
7160,2015-07-11,30.38,78.486,Uttarakhand,39.29,84.47,157.46,234.15,294.28
7161,2015-07-11,30.241,78.9,Uttarakhand,66.14,110.05,191.6,280.78,357.11
7185,2015-04-03,32.293,77.18,Himachal Pradesh,8.72,16.68,52.09,52.93,94.17
7214,2015-07-15,27.36,93.039,Arunachal Pradesh,40.53,70.31,77.28,155.47,381.05
7215,2015-07-14,32.247,78.037,Himachal Pradesh,0.51,54.34,134.46,199.81,263.48
7224,2015-07-19,30.73,78.438,Uttarakhand,0.64,11.66,57.37,228.45,348.13
7226,2015-07-18,32.224,76.323,Himachal Pradesh,32.47,106.08,170.29,279.82,362.12
7227,2015-07-19,30.071,80.236,Uttarakhand,0.97,5.4,17.91,128.57,276.19
7249,2015-07-13,31.085,77.167,Himachal Pradesh,36.99,144.96,198.09,288.73,361.27
7253,2015-07-22,24.798,92.997,Assam,18.11,52.6,152.6,266.7,429.08
7263,2015-07-22,25.448,94.049,Manipur,10.3,41.39,117.9,173.9,325.49
7264,2015-07-22,25.454,93.983,Manipur,10.3,41.39,117.9,173.9,325.49
7265,2015-07-22,25.501,93.985,Manipur,10.3,41.39,117.9,173.9,325.49
7266,2015-07-22,25.51,93.879,Manipur,10.3,41.39,117.9,173.9,325.49
7267,2015-07-22,25.391,94.093,Manipur,16.94,48.02,130.7,184.62,347.16
7270,2015-07-24,29.586,80.219,Uttarakhand,19.15,33.55,40.58,140.07,424.39
7273,2015-07-26,30.241,78.901,Uttarakhand,6.7,43.95,64.78,135.93,416.71
7276,2015-07-25,26.106,91.872,Assam,11.76,44.78,112.45,209.16,316.39
7279,2015-07-24,24.982,93.514,Manipur,14.94,43.33,119.51,210.98,378.97
7285,2015-07-26,31.126,77.353,Himachal Pradesh,11.81,31.21,47.27,147.65,344.79
7286,2015-07-26,31.1,77.175,Himachal Pradesh,9.91,22.71,34.19,218.7,410.92
7287,2015-07-26,32.561,76.121,Himachal Pradesh,20.79,35.84,71.81,182.37,293.06
7288,2015-07-26,31.956,77.114,Himachal Pradesh,16.3,27.11,43.52,213.62,398.7
7289,2015-07-26,31.709,76.93,Himachal Pradesh,13.68,24.55,36.6,228.68,424.06
7294,2015-07-24,30.453,78.105,Uttarakhand,1.04,7.13,35.72,240.07,419.96
7295,2015-07-24,30.452,78.144,Uttarakhand,1.04,7.13,35.72,240.07,419.96
7296,2015-07-24,30.416,78.342,Uttarakhand,1.04,7.13,35.72,240.07,419.96
7297,2015-07-28,30.72,79.076,Uttarakhand,2.94,12.66,43.17,67.82,238.38
7308,2015-08-15,30.911,78.681,Uttarakhand,9.84,16.63,31.94,106.5,178.47
7309,2015-08-15,30.786,78.616,Uttarakhand,9.84,16.63,31.94,106.5,178.47
7310,2015-08-15,30.909,78.33,Uttarakhand,14.48,24.14,44.91,139.42,247.79
7311,2015-08-15,30.649,79.527,Uttarakhand,8.16,14.53,30.93,95.45,165.72
7313,2015-08-01,24.108,94.04,Manipur,5.31,82.66,101.37,202.03,310.51
7329,2015-08-18,32.028,77.345,Himachal Pradesh,9.1,18.79,35.94,96.0,186.12
7334,2015-08-18,28.174,94.76,Arunachal Pradesh,25.29,66.26,138.52,279.66,443.59
7335,2015-08-18,25.515,90.202,Meghalaya,15.22,43.75,59.02,102.65,270.29
7336,2015-08-19,25.219,90.555,Meghalaya,26.68,58.96,87.68,142.24,354.46
7364,2015-07-31,24.819,94.355,Manipur,79.86,103.04,118.66,264.74,352.73
7366,2015-07-31,32.224,76.337,Himachal Pradesh,2.98,3.13,32.57,154.28,344.43
7367,2014-08-08,32.224,76.337,Himachal Pradesh,14.31,26.99,34.99,107.56,206.23
7369,2015-08-01,24.199,94.102,Manipur,2.09,71.58,85.55,159.45,237.74
7370,2015-08-01,24.142,94.108,Manipur,2.09,71.58,85.55,159.45,237.74
7371,2015-08-01,23.994,94.057,Manipur,5.31,82.66,101.37,202.03,310.51
7372,2015-08-01,25.063,94.342,Manipur,4.9,104.34,121.77,229.36,353.87
7373,2015-08-01,24.911,94.476,Manipur,4.9,104.34,121.77,229.36,353.87
