sample_id,latitude,longitude,rain_1h,rain_6h,rain_24h,rain_3d,rain_7d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,landslide,split
APDA-ROADMAP-POS-0766,25.18504,93.02224,6.77,35.06,67.95,168.32,244.02,0.32,0.197,1031.3,48.04,182.2,1,train
APDA-ROADMAP-NEG-0357,25.16161,93.18509,0.47,8.02,11.7,24.44,36.69,0.276,-0.015,702.4,0.53,92.6,0,train
APDA-ROADMAP-POS-0409,26.17759,91.75942,7.26,51.65,139.5,259.64,307.71,0.393,0.207,1185.0,39.87,193.9,1,train
APDA-ROADMAP-NEG-0615,27.29229,92.09787,0.44,6.85,16.11,33.46,44.71,0.158,-0.087,483.6,1.66,285.0,0,train
APDA-ROADMAP-POS-0695,27.58221,91.8666,17.23,44.56,185.39,245.13,412.6,0.32,0.27,1505.6,29.47,184.5,1,train
APDA-ROADMAP-NEG-0739,26.16107,94.52107,0.62,8.09,18.8,38.37,54.44,0.119,-0.044,170.9,8.22,301.9,0,train
APDA-ROADMAP-POS-0549,26.17058,91.75956,2.62,19.6,69.0,239.94,301.6,0.408,0.209,1067.4,37.07,237.9,1,train
APDA-ROADMAP-POS-0937,24.78307,93.67223,12.78,58.47,99.59,268.37,459.33,0.32,0.191,498.0,29.66,229.2,1,train
APDA-ROADMAP-NEG-0390,26.26291,93.00051,1.87,3.06,17.74,38.45,42.68,0.136,-0.08,779.0,0.2,26.4,0,train
APDA-ROADMAP-NEG-0608,24.51926,93.0008,0.25,6.93,21.43,26.67,48.82,0.154,-0.056,488.4,1.35,232.4,0,train
APDA-ROADMAP-NEG-0940,26.8256,88.6901,0.21,5.47,10.87,17.65,38.01,0.08,-0.021,553.8,1.48,23.0,0,train
APDA-ROADMAP-NEG-0482,24.94312,91.4595,0.05,2.62,7.49,15.81,49.18,0.084,-0.099,629.0,8.5,134.5,0,train
APDA-ROADMAP-POS-0183,25.75834,91.90244,4.06,37.35,169.2,280.11,366.94,0.428,0.262,1138.9,37.18,254.8,1,train
APDA-ROADMAP-NEG-0941,25.17474,92.25341,0.64,1.6,8.44,27.7,29.13,0.105,-0.056,689.3,0.55,201.7,0,train
APDA-ROADMAP-NEG-0161,25.15827,92.25325,0.06,0.57,5.37,25.06,29.09,0.095,-0.047,467.5,0.06,72.4,0,train
APDA-ROADMAP-POS-0171,27.69421,88.57993,13.17,70.37,136.59,212.31,401.66,0.421,0.155,1473.9,37.27,204.1,1,train
APDA-ROADMAP-POS-0293,27.1832,88.35734,9.2,35.31,84.61,174.7,377.58,0.466,0.144,1637.9,32.39,232.1,1,train
APDA-ROADMAP-POS-0562,25.30014,91.71449,17.38,34.07,175.75,326.38,572.63,0.491,0.168,1109.8,45.04,112.9,1,train
APDA-ROADMAP-NEG-0457,24.62546,94.05038,2.96,8.75,21.92,34.84,51.86,0.228,-0.043,202.0,5.6,140.6,0,train
APDA-ROADMAP-NEG-0877,24.30227,93.50786,0.46,2.71,14.41,39.05,70.81,0.198,-0.042,663.3,7.9,348.6,0,train
APDA-ROADMAP-NEG-0652,27.71419,88.30732,0.54,3.55,4.15,24.46,52.75,0.28,-0.03,321.6,1.6,21.3,0,train
APDA-ROADMAP-POS-0850,26.00715,93.42295,13.59,59.56,102.68,188.39,246.38,0.497,0.125,1309.7,27.43,181.7,1,train
APDA-ROADMAP-POS-0273,27.18199,88.35339,6.54,24.72,92.77,254.96,417.22,0.497,0.154,1429.1,35.22,177.0,1,train
APDA-ROADMAP-NEG-0550,26.4208,93.07451,0.08,4.24,16.28,17.65,44.93,0.216,0.005,589.3,2.12,53.7,0,train
APDA-ROADMAP-NEG-0035,27.24514,91.43024,1.53,7.58,21.13,23.47,43.47,0.143,-0.069,90.3,5.2,207.8,0,train
APDA-ROADMAP-NEG-0744,25.0768,92.38486,0.49,4.66,13.09,21.6,39.31,0.12,-0.072,735.0,2.71,192.6,0,train
APDA-ROADMAP-POS-0372,27.32775,88.61382,19.63,68.75,200.3,292.77,401.45,0.437,0.167,1609.6,46.44,146.1,1,train
APDA-ROADMAP-NEG-0670,26.47211,93.59189,0.48,6.85,16.24,28.55,29.37,0.23,-0.055,722.2,0.17,271.3,0,train
APDA-ROADMAP-POS-0722,25.30198,91.7155,21.0,42.89,107.13,235.19,313.89,0.42,0.2,1056.0,42.22,228.7,1,train
APDA-ROADMAP-POS-0734,27.35404,92.41738,4.8,20.9,129.98,230.38,322.49,0.465,0.25,1527.5,30.33,219.3,1,train
APDA-ROADMAP-POS-0778,23.72707,92.71396,4.86,52.28,189.64,355.7,558.98,0.393,0.196,690.1,40.73,155.6,1,train
APDA-ROADMAP-POS-0519,25.67351,94.11252,7.79,29.87,176.95,249.93,332.21,0.339,0.117,988.4,39.49,350.4,1,train
APDA-ROADMAP-POS-0335,27.58539,91.86226,24.84,56.39,158.43,210.31,330.67,0.39,0.17,1717.1,26.09,154.7,1,train
APDA-ROADMAP-POS-0846,25.18478,93.02244,15.73,47.9,119.89,230.58,470.86,0.389,0.166,1142.0,36.77,238.8,1,train
APDA-ROADMAP-NEG-0252,26.88961,88.22447,0.21,6.35,7.44,23.06,58.02,0.08,-0.077,303.0,15.0,293.9,0,train
APDA-ROADMAP-NEG-0053,27.50527,88.19715,0.79,6.02,6.99,9.96,33.11,0.171,0.044,289.7,0.49,149.4,0,train
APDA-ROADMAP-NEG-0924,25.65543,91.9503,1.06,1.11,4.56,26.75,37.77,0.28,-0.026,497.6,13.82,326.1,0,train
APDA-ROADMAP-POS-0016,27.09941,93.61804,12.87,38.52,98.45,218.42,345.84,0.36,0.24,1623.3,37.79,315.0,1,train
APDA-ROADMAP-POS-0708,24.83235,92.80977,11.87,58.46,126.03,169.13,315.72,0.391,0.176,807.7,26.14,218.6,1,train
APDA-ROADMAP-POS-0901,25.53316,91.86806,14.67,51.47,126.93,208.17,437.93,0.457,0.197,964.5,41.28,230.4,1,train
APDA-ROADMAP-NEG-0980,26.59582,88.06479,1.17,8.45,14.97,20.85,46.24,0.28,0.003,213.9,0.86,137.3,0,train
APDA-ROADMAP-NEG-0573,26.71276,88.75878,3.07,8.34,21.98,37.42,53.33,0.213,-0.107,678.8,7.53,62.4,0,train
APDA-ROADMAP-POS-0904,25.44473,92.19352,2.13,41.84,151.78,207.12,300.79,0.496,0.26,1252.1,23.33,238.4,1,train
APDA-ROADMAP-POS-0466,25.18752,93.02198,8.16,64.31,161.11,201.96,245.8,0.32,0.208,1214.4,31.27,180.4,1,train
APDA-ROADMAP-NEG-0978,23.88528,92.24188,0.06,6.49,12.71,25.66,49.05,0.211,-0.115,687.1,0.89,322.7,0,train
APDA-ROADMAP-POS-0200,27.03921,88.2622,6.51,58.51,114.51,267.14,419.36,0.364,0.216,1502.6,45.94,236.5,1,train
APDA-ROADMAP-NEG-0207,25.40561,92.83855,1.34,8.42,13.87,23.82,54.13,0.08,0.006,346.3,3.52,148.0,0,train
APDA-ROADMAP-NEG-0056,27.55555,94.00766,0.53,7.05,9.03,24.97,59.54,0.163,-0.089,736.4,1.68,56.7,0,train
APDA-ROADMAP-NEG-0132,27.7544,88.95705,0.21,7.03,14.38,37.76,71.2,0.178,-0.023,433.6,0.99,263.4,0,train
APDA-ROADMAP-NEG-0380,26.8113,88.53782,0.04,0.89,1.49,26.17,42.12,0.198,0.005,587.9,0.72,41.7,0,train
APDA-ROADMAP-POS-0999,25.66876,94.11218,11.56,47.39,172.79,220.02,335.74,0.441,0.201,1178.4,35.94,241.9,1,train
APDA-ROADMAP-POS-0728,24.83256,92.80308,6.45,64.11,157.69,334.45,439.56,0.45,0.103,449.9,32.46,224.2,1,train
APDA-ROADMAP-NEG-0772,27.06005,88.78787,0.19,2.43,8.7,18.24,31.89,0.28,-0.039,337.1,15.0,236.1,0,train
APDA-ROADMAP-NEG-0910,25.55006,93.65364,1.47,7.45,19.88,42.57,48.8,0.28,0.033,405.3,6.21,47.6,0,train
APDA-ROADMAP-NEG-0822,25.02129,92.12053,0.23,3.6,14.29,15.99,25.14,0.182,-0.085,216.3,14.93,206.0,0,train
APDA-ROADMAP-POS-0568,24.83991,92.79777,7.79,52.46,163.35,302.67,515.57,0.34,0.113,527.5,30.8,196.0,1,train
APDA-ROADMAP-POS-0044,25.44636,92.19841,15.38,33.89,67.47,155.98,199.98,0.32,0.248,961.9,41.06,219.9,1,train
APDA-ROADMAP-POS-0275,27.58674,91.86657,13.82,58.1,172.33,268.73,358.06,0.495,0.137,1435.2,31.98,216.7,1,train
APDA-ROADMAP-NEG-0097,25.15578,93.86287,0.91,7.12,21.28,44.39,50.36,0.232,0.022,619.7,1.45,103.0,0,train
APDA-ROADMAP-POS-0102,25.30182,91.7111,8.03,37.71,144.69,242.41,441.94,0.32,0.228,822.2,33.38,55.5,1,train
APDA-ROADMAP-NEG-0232,27.17422,89.10337,1.57,4.93,12.22,20.71,31.98,0.096,-0.077,373.2,1.86,170.9,0,train
APDA-ROADMAP-NEG-0722,25.01507,92.06305,0.12,5.93,14.22,37.4,65.68,0.086,-0.112,246.4,8.59,151.6,0,train
APDA-ROADMAP-NEG-0833,27.43741,88.52228,0.18,0.8,4.48,11.52,28.48,0.214,0.027,378.4,2.43,184.1,0,train
APDA-ROADMAP-POS-0108,24.83134,92.80421,11.66,67.42,213.91,330.95,387.37,0.529,0.231,640.4,34.65,232.5,1,train
APDA-ROADMAP-NEG-0618,23.98945,93.15849,1.35,2.56,4.35,11.02,32.07,0.186,-0.048,725.5,3.66,278.1,0,train
APDA-ROADMAP-POS-0498,23.73558,92.71838,17.63,47.74,133.74,224.23,288.88,0.492,0.113,492.7,28.05,45.6,1,train
APDA-ROADMAP-NEG-0981,25.05957,91.70338,3.06,4.07,11.41,32.4,32.53,0.08,-0.076,312.2,2.46,46.9,0,train
APDA-ROADMAP-POS-0882,25.29888,91.7111,8.59,66.32,133.04,228.12,285.11,0.51,0.242,1113.4,36.65,90.0,1,train
APDA-ROADMAP-POS-0757,24.78368,93.68127,6.11,22.11,56.42,139.58,307.48,0.499,0.196,604.6,43.77,171.7,1,train
APDA-ROADMAP-POS-0620,27.0423,88.26305,18.23,59.22,120.39,282.95,325.22,0.514,0.188,1413.8,34.72,355.5,1,train
APDA-ROADMAP-NEG-0107,24.65886,93.36272,0.59,3.28,5.94,18.9,42.92,0.124,-0.029,357.6,4.71,116.4,0,train
APDA-ROADMAP-NEG-0936,27.26169,93.45202,1.83,4.96,5.68,19.18,31.71,0.143,-0.144,329.5,5.46,209.1,0,train
APDA-ROADMAP-POS-0810,26.01243,93.41927,10.39,53.39,152.67,306.77,370.32,0.434,0.141,1063.5,29.22,30.9,1,train
APDA-ROADMAP-NEG-0038,23.33502,93.14211,0.16,6.59,17.27,20.77,53.2,0.267,-0.018,461.8,6.37,345.8,0,train
APDA-ROADMAP-POS-0073,27.18313,88.35807,2.0,37.96,68.62,218.75,328.2,0.355,0.158,1510.0,46.03,9.6,1,train
APDA-ROADMAP-NEG-0284,25.19138,92.66151,0.79,7.83,17.94,35.11,58.67,0.233,-0.054,196.3,0.01,191.0,0,train
APDA-ROADMAP-NEG-0272,26.88385,88.90501,1.89,4.0,7.44,11.41,39.63,0.08,-0.04,424.8,10.55,181.1,0,train
APDA-ROADMAP-NEG-0335,27.29185,92.1808,0.25,3.71,4.22,17.69,40.82,0.14,-0.089,530.5,7.84,269.3,0,train
APDA-ROADMAP-NEG-0459,25.47376,94.53439,1.44,7.04,17.69,38.8,56.93,0.28,-0.037,589.3,10.71,356.5,0,train
APDA-ROADMAP-POS-0482,25.30226,91.70659,5.42,60.26,192.87,279.18,475.5,0.481,0.184,1104.8,46.16,163.1,1,train
APDA-ROADMAP-NEG-0069,26.39196,92.25661,0.59,5.22,17.94,42.01,63.36,0.08,-0.031,87.1,0.7,15.1,0,train
APDA-ROADMAP-POS-0507,25.07456,93.16139,13.46,29.77,90.13,182.49,347.19,0.348,0.249,1165.8,42.98,283.6,1,train
APDA-ROADMAP-NEG-0238,23.29363,93.00778,1.04,8.46,10.15,31.13,33.85,0.138,-0.029,685.4,2.94,103.1,0,train
APDA-ROADMAP-NEG-0862,25.69624,91.42323,0.24,2.03,13.45,38.04,39.06,0.22,-0.021,499.8,3.11,118.8,0,train
APDA-ROADMAP-NEG-0990,26.32589,93.85503,0.37,3.09,7.85,16.66,21.63,0.28,-0.021,693.8,0.56,110.5,0,train
APDA-ROADMAP-NEG-0477,24.47887,93.22453,0.78,6.01,16.29,17.67,21.35,0.266,-0.087,674.6,2.63,108.7,0,train
APDA-ROADMAP-NEG-0867,24.65448,93.32023,0.89,2.67,6.59,21.88,42.25,0.212,-0.014,555.3,0.69,227.8,0,train
APDA-ROADMAP-NEG-0456,26.67166,93.30188,2.65,8.19,11.76,11.84,35.78,0.08,-0.031,746.8,4.67,337.2,0,train
APDA-ROADMAP-POS-0312,27.32754,88.61132,15.1,64.05,138.46,299.92,418.25,0.379,0.208,1268.5,39.17,185.7,1,train
APDA-ROADMAP-POS-0963,25.75582,91.90506,23.73,49.95,139.87,198.59,379.75,0.396,0.295,1130.4,31.69,221.0,1,train
APDA-ROADMAP-POS-0406,25.18031,93.02389,10.24,48.44,143.49,185.4,426.87,0.375,0.233,1087.2,29.81,240.0,1,train
APDA-ROADMAP-NEG-0331,28.0718,88.74471,1.65,5.23,17.98,28.95,61.98,0.221,-0.043,492.0,3.96,74.3,0,train
APDA-ROADMAP-NEG-0650,25.74377,93.01654,1.46,8.15,9.44,24.64,45.69,0.145,-0.058,372.0,2.27,291.3,0,train
APDA-ROADMAP-POS-0310,26.00969,93.41952,7.65,40.27,165.9,315.66,434.52,0.373,0.184,766.2,28.41,206.9,1,train
APDA-ROADMAP-POS-0227,25.0759,93.15449,6.6,54.5,159.72,259.56,406.73,0.421,0.132,1129.5,27.54,155.3,1,train
APDA-ROADMAP-NEG-0858,23.30869,93.07008,0.24,1.4,15.29,17.68,27.39,0.201,-0.02,235.2,4.44,225.3,0,train
APDA-ROADMAP-POS-0711,27.69113,88.58574,9.11,59.74,181.9,290.34,484.03,0.483,0.172,1685.8,34.01,348.4,1,train
APDA-ROADMAP-NEG-0944,25.22078,92.3748,0.46,0.97,11.91,29.51,45.67,0.085,-0.024,285.1,3.26,154.3,0,train
APDA-ROADMAP-NEG-0384,25.92577,92.67016,0.58,7.34,19.69,35.78,64.82,0.28,-0.065,721.0,2.8,62.8,0,train
APDA-ROADMAP-NEG-0786,25.54751,92.77506,0.33,7.36,20.42,26.06,36.67,0.272,0.042,776.9,2.35,281.0,0,train
APDA-ROADMAP-POS-0149,26.17542,91.76162,10.1,57.03,143.24,308.19,396.48,0.32,0.085,1050.6,34.11,227.1,1,train
APDA-ROADMAP-NEG-0555,27.98946,91.41094,0.42,5.02,5.24,21.64,43.07,0.08,0.008,327.4,2.93,252.5,0,train
APDA-ROADMAP-NEG-0957,24.97687,93.37902,0.05,4.86,17.73,41.1,72.4,0.158,-0.025,169.7,2.41,130.3,0,train
APDA-ROADMAP-POS-0926,25.1929,93.02529,7.57,37.39,110.28,179.16,234.96,0.51,0.232,1056.6,36.65,208.6,1,train
APDA-ROADMAP-POS-0943,25.75542,91.90414,2.06,57.86,194.28,243.96,421.32,0.501,0.213,1139.4,46.54,155.7,1,train
APDA-ROADMAP-POS-0837,24.79265,93.68238,5.18,53.97,92.0,227.02,397.33,0.443,0.111,481.0,33.99,176.5,1,train
APDA-ROADMAP-POS-0576,27.10355,93.61803,6.48,56.36,177.09,298.8,356.6,0.371,0.212,1686.2,37.98,217.1,1,train
APDA-ROADMAP-POS-0558,23.73239,92.71771,14.83,33.83,151.72,229.25,408.05,0.32,0.172,577.1,35.2,171.8,1,train
APDA-ROADMAP-NEG-0236,27.5189,93.88377,1.18,4.98,18.27,40.23,45.68,0.141,0.015,307.8,1.0,65.4,0,train
APDA-ROADMAP-NEG-0361,25.89095,92.33342,0.46,3.13,14.65,19.39,24.4,0.08,-0.02,500.7,0.43,124.2,0,train
APDA-ROADMAP-NEG-0348,25.23649,92.97763,0.39,3.81,16.82,37.77,66.37,0.08,0.015,291.9,4.62,188.1,0,train
APDA-ROADMAP-NEG-0162,24.8023,91.44423,1.19,4.4,17.85,41.05,66.01,0.226,0.012,242.7,3.17,82.6,0,train
APDA-ROADMAP-NEG-0443,25.4743,92.31083,1.72,7.81,22.04,32.94,64.93,0.256,-0.045,552.6,1.42,290.7,0,train
APDA-ROADMAP-POS-0287,25.07544,93.15098,5.6,25.23,112.89,214.81,283.72,0.353,0.167,1099.8,38.81,169.3,1,train
APDA-ROADMAP-NEG-0605,25.37806,90.21429,2.43,5.94,8.19,22.64,55.17,0.28,-0.024,454.3,1.33,180.6,0,train
APDA-ROADMAP-NEG-0058,23.53021,93.13131,0.04,3.98,17.16,34.18,68.92,0.106,-0.063,251.9,5.44,203.1,0,train
APDA-ROADMAP-POS-0599,25.67491,94.11272,6.29,53.57,127.82,209.21,287.46,0.375,0.185,907.2,41.71,201.7,1,train
APDA-ROADMAP-POS-0933,27.18437,88.3562,13.02,49.84,159.68,249.83,420.21,0.44,0.173,1494.7,33.87,224.5,1,train
APDA-ROADMAP-NEG-0462,25.04253,91.26653,1.37,6.53,10.03,18.26,39.06,0.132,-0.057,833.0,2.84,142.4,0,train
APDA-ROADMAP-NEG-0638,23.26828,92.274,0.05,3.45,10.05,32.48,63.47,0.201,-0.036,455.1,4.43,231.6,0,train
APDA-ROADMAP-NEG-0588,25.04371,92.31928,0.22,5.9,8.95,17.64,51.14,0.132,-0.038,664.5,0.41,39.7,0,train
APDA-ROADMAP-NEG-0041,25.82339,92.30585,0.93,1.57,6.73,31.39,59.19,0.28,-0.033,119.0,0.3,61.2,0,train
APDA-ROADMAP-NEG-0231,27.51298,88.42499,0.64,6.98,8.15,12.12,13.05,0.255,-0.014,254.5,2.28,144.0,0,train
APDA-ROADMAP-POS-0807,25.07734,93.15283,14.64,39.78,156.53,282.24,356.62,0.505,0.123,1170.5,31.88,193.1,1,train
APDA-ROADMAP-POS-0905,25.60349,90.58365,16.46,44.01,93.96,178.76,379.52,0.32,0.08,1438.4,43.03,219.4,1,train
APDA-ROADMAP-NEG-0680,26.82456,88.05112,0.42,7.39,7.54,9.62,38.05,0.28,-0.069,729.0,5.37,176.2,0,train
APDA-ROADMAP-NEG-0205,25.82821,91.02211,1.06,5.86,16.15,32.32,62.92,0.08,-0.047,161.0,2.69,266.0,0,train
APDA-ROADMAP-POS-0768,24.82723,92.80588,31.54,90.59,235.76,364.49,592.29,0.524,0.171,392.6,44.49,207.7,1,train
APDA-ROADMAP-POS-0610,26.01409,93.42136,6.8,25.27,169.81,253.94,368.34,0.469,0.169,1197.7,28.1,240.8,1,train
APDA-ROADMAP-NEG-0993,27.45662,88.51284,0.22,3.22,17.41,19.41,19.56,0.28,-0.085,562.3,0.17,337.5,0,train
APDA-ROADMAP-NEG-0565,25.78888,90.88819,0.65,7.53,17.49,39.87,69.07,0.202,-0.027,531.7,8.82,257.7,0,train
APDA-ROADMAP-NEG-0423,25.42662,92.16765,1.73,8.03,10.35,34.65,42.04,0.157,-0.061,92.6,4.88,281.7,0,train
APDA-ROADMAP-NEG-0011,28.017,88.34076,0.75,0.99,11.32,20.93,44.29,0.181,-0.044,608.6,15.0,36.9,0,train
APDA-ROADMAP-POS-0494,27.34791,92.41695,22.47,62.12,175.64,220.15,354.39,0.463,0.263,1365.1,45.38,188.9,1,train
APDA-ROADMAP-NEG-0321,25.34871,91.44652,0.33,1.38,2.72,11.56,29.78,0.095,-0.062,135.4,7.96,194.7,0,train
APDA-ROADMAP-POS-0278,23.72827,92.72219,15.92,38.17,104.42,164.71,398.31,0.32,0.179,630.4,32.99,194.9,1,train
APDA-ROADMAP-NEG-0847,25.42548,92.81561,1.39,1.64,11.88,23.43,43.04,0.28,0.013,281.0,4.89,50.6,0,train
APDA-ROADMAP-POS-0359,25.67605,94.11297,14.37,40.18,170.97,221.97,295.55,0.385,0.276,1091.4,32.96,201.4,1,train
APDA-ROADMAP-NEG-0111,27.89295,88.31758,0.1,3.0,12.09,33.04,38.07,0.227,-0.066,757.0,2.1,345.0,0,train
APDA-ROADMAP-POS-0237,24.78662,93.68836,8.58,46.99,172.76,248.96,461.1,0.332,0.266,758.4,33.83,152.6,1,train
APDA-ROADMAP-POS-0552,27.32696,88.61362,9.47,34.4,77.07,190.54,421.06,0.45,0.207,1386.4,32.98,206.0,1,train
APDA-ROADMAP-NEG-0868,24.58627,92.45263,0.24,5.75,18.3,42.39,66.92,0.236,0.015,130.8,0.06,17.9,0,train
APDA-ROADMAP-NEG-0813,26.72104,88.13499,2.0,7.93,14.36,29.54,50.46,0.184,-0.023,595.7,2.3,254.1,0,train
APDA-ROADMAP-POS-0209,26.17357,91.7573,15.65,31.35,86.15,169.88,247.31,0.413,0.215,1073.2,39.38,233.6,1,train
APDA-ROADMAP-NEG-0387,24.8562,92.85817,1.66,9.51,15.18,37.98,65.18,0.192,-0.075,266.3,6.11,186.4,0,train
APDA-ROADMAP-NEG-0561,25.3787,92.31285,0.45,7.58,17.89,25.36,54.55,0.08,-0.043,809.5,8.62,81.6,0,train
APDA-ROADMAP-POS-0059,25.66768,94.11091,12.05,28.09,106.1,268.61,436.76,0.339,0.229,773.0,35.73,115.4,1,train
APDA-ROADMAP-POS-0632,27.33305,88.6103,19.88,37.35,170.67,212.86,441.54,0.44,0.238,1609.5,30.25,238.6,1,train
APDA-ROADMAP-NEG-0962,24.89645,91.46188,0.09,5.56,14.53,38.98,40.19,0.139,-0.053,519.3,2.46,42.5,0,train
APDA-ROADMAP-NEG-0860,27.4028,88.60881,0.88,1.41,10.14,28.9,38.12,0.106,-0.077,656.7,3.65,159.2,0,train
APDA-ROADMAP-NEG-0817,24.41565,93.46183,0.47,5.32,20.11,37.96,69.73,0.152,-0.044,425.4,4.06,230.2,0,train
APDA-ROADMAP-POS-0364,25.44144,92.20278,2.86,46.13,88.13,138.21,183.6,0.43,0.213,1318.6,40.12,8.5,1,train
APDA-ROADMAP-POS-0506,25.18156,93.02856,24.39,41.59,170.69,350.31,553.07,0.443,0.201,1509.2,38.65,156.2,1,train
APDA-ROADMAP-NEG-0166,25.56331,92.81608,2.3,6.99,21.24,40.49,71.19,0.214,0.002,832.1,1.01,94.2,0,train
APDA-ROADMAP-NEG-0122,25.70359,92.1509,0.47,7.42,20.6,41.32,68.59,0.153,-0.012,806.2,0.05,278.8,0,train
APDA-ROADMAP-NEG-0630,26.24544,93.07585,0.27,8.17,9.83,34.15,50.32,0.28,-0.059,601.7,10.55,37.7,0,train
APDA-ROADMAP-NEG-0217,24.94763,94.0621,0.04,6.52,11.55,34.98,43.75,0.164,-0.06,782.0,15.0,174.6,0,train
APDA-ROADMAP-NEG-0152,26.95032,88.80413,1.43,5.23,15.56,34.97,37.71,0.08,-0.033,805.7,2.28,313.2,0,train
APDA-ROADMAP-NEG-0125,26.08294,90.76069,1.34,7.03,7.06,12.11,39.36,0.193,-0.069,677.1,0.85,121.2,0,train
APDA-ROADMAP-NEG-0595,27.35751,92.1132,1.53,1.9,10.91,21.35,38.58,0.28,-0.05,375.3,4.74,338.9,0,train
APDA-ROADMAP-POS-0119,25.67635,94.11461,6.65,56.31,182.22,306.55,526.49,0.348,0.226,979.3,23.75,239.4,1,train
APDA-ROADMAP-NEG-0250,26.28829,93.72221,0.9,1.78,12.59,17.58,30.4,0.109,-0.056,658.1,0.79,13.2,0,train
APDA-ROADMAP-NEG-0994,27.16706,92.65029,0.51,4.97,7.92,13.31,14.95,0.08,-0.066,764.5,0.74,187.5,0,train
APDA-ROADMAP-POS-0523,25.75522,91.90259,7.35,38.32,171.21,244.23,432.8,0.32,0.198,947.0,33.94,230.1,1,train
APDA-ROADMAP-POS-0514,27.35075,92.41517,13.67,63.36,199.98,251.77,438.18,0.471,0.203,1612.1,37.11,216.3,1,train
APDA-ROADMAP-POS-0082,25.30171,91.71175,13.2,38.46,144.97,192.09,438.18,0.49,0.205,1034.0,20.0,188.6,1,train
APDA-ROADMAP-POS-0916,27.10097,93.61047,13.57,35.96,124.92,229.4,384.01,0.486,0.178,1554.2,22.9,182.6,1,train
APDA-ROADMAP-NEG-0019,25.29952,94.30589,0.61,3.29,5.72,23.09,52.81,0.209,-0.041,703.9,1.49,253.8,0,train
APDA-ROADMAP-POS-0381,25.5298,91.86955,6.39,48.18,194.23,250.91,423.63,0.391,0.092,1410.7,35.69,217.4,1,train
APDA-ROADMAP-NEG-0030,25.58431,93.85967,0.04,3.96,13.9,36.33,40.2,0.234,0.016,727.1,0.53,252.8,0,train
APDA-ROADMAP-NEG-0689,26.64489,92.15924,0.57,2.58,10.43,15.08,35.45,0.199,-0.088,332.8,1.73,316.4,0,train
APDA-ROADMAP-POS-0085,25.60299,90.58454,4.96,53.62,181.43,284.18,496.5,0.362,0.205,1007.6,35.35,195.0,1,train
APDA-ROADMAP-NEG-0678,23.98884,93.1448,1.09,6.09,7.53,25.57,36.49,0.109,-0.032,196.1,1.3,122.5,0,train
APDA-ROADMAP-POS-0330,26.01562,93.41789,13.97,63.17,177.56,218.98,390.46,0.396,0.244,1172.4,31.55,235.9,1,train
APDA-ROADMAP-POS-0007,25.07115,93.15398,3.73,51.11,132.96,260.79,423.45,0.392,0.248,1226.0,24.27,170.6,1,train
APDA-ROADMAP-POS-0746,25.19262,93.02852,7.49,31.47,140.07,181.67,425.17,0.393,0.08,1056.7,32.1,202.2,1,train
APDA-ROADMAP-NEG-0554,27.69489,91.93248,0.42,2.89,16.34,18.83,24.34,0.226,-0.014,239.4,3.26,278.6,0,train
APDA-ROADMAP-POS-0915,27.58194,91.86064,8.41,49.64,97.61,259.16,388.77,0.425,0.178,1496.4,41.09,183.6,1,train
APDA-ROADMAP-POS-0874,27.35393,92.42127,5.26,20.79,84.61,159.16,359.67,0.425,0.21,1641.8,39.14,204.5,1,train
APDA-ROADMAP-POS-0452,27.32685,88.61483,7.61,67.36,141.11,313.25,388.47,0.415,0.164,1846.3,32.42,192.0,1,train
APDA-ROADMAP-POS-0491,27.69125,88.5814,10.72,69.36,156.33,248.43,429.79,0.531,0.18,1718.6,45.18,184.9,1,train
APDA-ROADMAP-NEG-0481,25.84991,92.24631,0.11,5.62,8.11,8.24,23.62,0.132,-0.146,360.7,7.14,169.1,0,train
APDA-ROADMAP-POS-0288,24.83483,92.80044,16.82,45.02,111.73,188.31,325.07,0.438,0.204,514.8,35.57,158.4,1,train
APDA-ROADMAP-POS-0949,26.17109,91.75874,18.09,74.83,189.59,257.35,338.35,0.449,0.237,1074.0,42.72,227.9,1,train
APDA-ROADMAP-NEG-0986,24.71093,92.55495,1.36,5.53,14.93,25.92,33.13,0.175,-0.071,477.9,3.85,353.8,0,train
APDA-ROADMAP-NEG-0369,26.40498,91.41191,2.01,2.33,8.01,21.92,22.09,0.211,-0.084,754.5,5.3,118.4,0,train
APDA-ROADMAP-NEG-0147,24.70971,93.54432,4.0,11.59,16.68,30.05,41.32,0.162,-0.05,492.4,0.39,27.4,0,train
APDA-ROADMAP-POS-0706,25.18141,93.02411,13.63,33.94,66.86,215.35,331.48,0.339,0.237,883.8,35.99,166.5,1,train
APDA-ROADMAP-NEG-0727,25.48166,93.49675,0.45,3.82,18.59,20.69,24.6,0.18,0.003,542.5,10.17,55.0,0,train
APDA-ROADMAP-NEG-0702,24.90586,91.25657,4.0,5.3,15.53,26.41,36.4,0.232,-0.065,310.8,5.46,304.5,0,train
APDA-ROADMAP-NEG-0629,25.82486,91.93066,1.4,8.4,11.88,16.16,35.45,0.115,-0.091,611.8,0.82,214.8,0,train
APDA-ROADMAP-NEG-0600,26.87597,87.7976,0.38,3.61,8.41,29.02,55.04,0.13,-0.123,616.7,3.38,201.9,0,train
