date,latitude,longitude,state,rain_1d,rain_3d,rain_7d,rain_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,temporal_split,landslide
2023-08-10,27.0896,88.2994,Sikkim,10.9,54.6,98.1,169.8,0.301,-0.026,352,12.9,176.0,-0.0039,validation,0
2024-06-20,31.3099,76.7951,Himachal Pradesh,2.4,46.2,58.8,195.7,0.294,0.119,593,7.9,348.9,0.0009,test,0
2014-04-18,29.2324,78.9232,Uttarakhand,1.0,1.3,3.0,80.7,0.114,-0.225,228,3.3,201.5,-0.0196,train,0
2019-08-05,28.025,95.3289,Arunachal Pradesh,3.5,19.5,71.9,109.4,0.338,-0.049,147,7.0,113.9,-0.0159,train,0
2012-03-15,23.8556,91.2828,Tripura,1.2,2.9,3.2,6.5,0.145,-0.298,27,4.0,353.2,0.0117,train,0
2015-11-20,32.0635,76.2982,Himachal Pradesh,2.5,27.0,61.2,75.8,0.177,-0.114,755,6.5,162.2,-0.0148,train,0
2022-01-18,24.211,92.5626,Mizoram,0.4,3.0,3.4,5.2,0.2,-0.268,137,9.9,308.9,0.0199,validation,0
2019-02-14,27.1451,88.2777,Sikkim,0.1,1.4,18.5,38.4,0.168,-0.26,359,11.0,229.0,0.0165,train,0
2020-03-22,25.886,93.7081,Nagaland,0.0,6.1,15.5,33.3,0.175,-0.312,147,3.7,33.8,-0.0006,train,0
2024-01-22,27.1645,88.3424,Sikkim,1.5,4.0,9.8,13.8,0.14,-0.34,353,12.6,82.0,0.0186,test,0
2017-07-12,24.2076,92.5551,Mizoram,28.5,54.2,72.6,183.1,0.307,0.076,108,8.1,320.5,0.01,train,0
2019-08-05,29.9536,78.165,Uttarakhand,9.6,21.7,44.9,97.3,0.329,0.01,296,5.4,318.2,0.0171,train,0
2019-08-05,25.9252,90.1566,Meghalaya,7.2,40.0,97.6,165.6,0.34,0.104,88,8.0,50.7,-0.0119,train,0
2012-03-15,30.3256,78.0347,Uttarakhand,3.4,8.1,9.1,15.8,0.125,-0.164,621,5.9,274.5,0.0151,train,0
2024-06-20,30.3346,78.0092,Uttarakhand,3.0,18.5,64.2,100.4,0.289,0.051,636,6.5,38.4,-0.017,test,0
2012-03-15,26.2214,91.6935,Assam,0.3,0.3,6.6,47.7,0.124,-0.118,38,4.6,126.6,-0.0159,train,0
2024-09-10,29.2011,78.9559,Uttarakhand,9.8,29.7,53.3,92.1,0.304,0.064,228,2.6,136.7,0.0145,test,0
2023-02-10,25.9202,93.7323,Nagaland,4.0,5.5,5.9,6.2,0.183,-0.219,163,3.3,124.2,-0.0188,validation,0
2023-08-15,31.1215,77.1524,Himachal Pradesh,117.2,246.8,246.8,492.9,0.496,0.245,2092,33.3,68.8,-0.0133,validation,1
2018-05-10,26.2039,91.761,Assam,0.4,0.7,0.8,19.3,0.161,-0.213,46,3.0,214.0,-0.0001,train,0
2012-03-15,32.1138,76.242,Himachal Pradesh,3.6,8.8,26.8,50.1,0.161,-0.245,759,8.4,16.3,-0.0189,train,0
2018-05-10,26.3565,92.6864,Assam,0.1,10.5,20.1,26.3,0.198,-0.2,71,3.3,292.2,0.0063,train,0
2020-03-22,26.3671,92.6965,Assam,0.3,2.7,27.8,77.7,0.104,-0.309,48,3.3,294.4,-0.0115,train,0
2023-07-16,30.2281,78.8924,Uttarakhand,104.3,184.7,216.0,554.6,0.478,0.222,2498,33.8,235.0,0.0282,validation,1
2018-05-10,32.087,76.2762,Himachal Pradesh,0.7,2.4,16.5,24.2,0.151,-0.154,732,7.7,310.5,0.018,train,0
2023-04-05,28.0644,95.3203,Arunachal Pradesh,1.1,3.8,3.9,15.1,0.196,-0.22,168,5.7,278.6,0.0109,validation,0
2017-07-12,26.3262,92.6457,Assam,4.7,48.4,76.1,198.4,0.307,0.015,52,1.5,221.4,0.011,train,0
2023-02-10,26.3606,92.6443,Assam,1.4,2.7,12.2,14.0,0.159,-0.23,74,1.3,208.8,0.0025,validation,0
2014-04-18,23.8593,91.2654,Tripura,4.9,5.6,23.7,118.4,0.171,-0.105,53,2.3,157.3,0.0037,train,0
2020-03-22,24.7987,93.9158,Manipur,0.1,1.9,9.8,26.6,0.167,-0.33,807,4.7,289.8,0.0129,train,0
2022-11-15,32.1221,76.2689,Himachal Pradesh,0.1,2.4,7.7,32.3,0.143,-0.318,727,6.9,232.5,0.0028,validation,0
2014-04-18,31.4946,76.247,Himachal Pradesh,0.3,0.9,3.1,16.5,0.143,-0.277,379,3.9,105.2,-0.0053,train,0
2020-03-22,23.8136,91.2742,Tripura,3.4,12.2,25.6,35.4,0.178,-0.231,49,2.1,212.8,-0.0126,train,0
2010-09-18,29.7541,79.7854,Uttarakhand,158.4,311.9,311.9,777.7,0.538,0.357,2424,30.6,244.1,-0.0378,train,1
2022-01-18,31.4926,76.3017,Himachal Pradesh,0.6,0.9,2.5,12.5,0.182,-0.135,349,5.0,150.3,-0.0111,validation,0
2024-01-22,23.8595,91.3021,Tripura,1.9,4.4,22.0,34.3,0.138,-0.309,64,3.7,138.4,-0.019,test,0
2023-02-10,31.3644,76.7253,Himachal Pradesh,0.6,9.6,27.6,42.9,0.163,-0.238,604,7.2,242.1,0.0101,validation,0
2024-09-10,26.3538,92.6548,Assam,26.8,58.1,125.5,163.8,0.228,-0.002,55,1.8,326.3,-0.01,test,0
2018-05-10,25.8711,90.1501,Meghalaya,6.3,10.7,10.9,12.1,0.146,-0.123,101,6.5,38.0,0.0063,train,0
2024-06-20,32.1341,76.2435,Himachal Pradesh,4.2,38.8,83.3,214.3,0.24,0.085,723,6.3,59.1,0.0126,test,0
2019-02-14,29.1883,78.9997,Uttarakhand,5.5,8.7,10.0,30.5,0.107,-0.342,210,2.6,312.6,0.0091,train,0
2024-09-10,27.1312,88.3412,Sikkim,34.4,55.7,115.4,237.1,0.3,0.113,340,11.3,307.4,-0.0024,test,0
2022-06-20,24.8331,92.8014,Assam,110.0,227.6,229.6,535.1,0.486,0.217,426,16.2,126.0,-0.0091,validation,1
2021-04-12,24.1477,92.5653,Mizoram,0.4,2.8,3.0,22.8,0.132,-0.126,144,8.5,324.3,0.0198,train,0
2022-06-12,22.8854,92.7421,Mizoram,116.1,191.7,290.1,578.8,0.512,0.337,1075,23.9,352.6,-0.0087,validation,1
2017-07-12,28.0893,95.3623,Arunachal Pradesh,15.4,56.6,85.9,173.1,0.252,0.059,183,6.6,128.8,0.0059,train,0
2022-11-15,31.4508,76.233,Himachal Pradesh,1.4,3.5,3.8,9.7,0.191,-0.29,356,5.0,354.8,-0.0103,validation,0
2014-04-18,25.8725,90.1663,Meghalaya,0.3,2.8,6.5,70.9,0.161,-0.263,80,5.5,81.1,-0.01,train,0
2020-03-22,29.2421,78.9537,Uttarakhand,0.5,3.2,17.8,22.1,0.162,-0.192,234,1.6,257.7,0.0164,train,0
2022-07-15,23.9215,91.8542,Tripura,146.8,288.7,323.6,787.9,0.538,0.366,894,17.0,134.2,-0.0231,validation,1
2015-11-20,29.9234,78.1336,Uttarakhand,0.1,3.7,6.2,29.4,0.107,-0.271,320,4.9,114.8,0.005,train,0
2021-07-30,30.6521,77.6254,Himachal Pradesh,76.6,133.0,230.2,537.9,0.473,0.182,2228,34.0,27.6,-0.0142,train,1
2011-09-18,27.7215,88.3125,Sikkim,86.1,140.5,250.4,655.0,0.485,0.368,2464,42.9,251.6,0.0312,train,1
2024-08-01,30.5412,78.7125,Uttarakhand,130.8,266.8,355.6,790.6,0.545,0.228,1991,39.0,264.9,-0.0372,test,1
2023-02-10,29.9179,78.1894,Uttarakhand,2.7,4.8,4.8,10.9,0.162,-0.105,325,3.3,228.2,0.0016,validation,0
2019-02-14,30.335,78.0282,Uttarakhand,0.4,2.2,3.1,6.6,0.15,-0.245,665,5.3,209.0,0.0053,train,0
2015-11-20,25.9125,93.7274,Nagaland,0.2,3.1,5.0,17.0,0.108,-0.235,140,5.1,20.5,-0.0033,train,0
2019-08-05,24.8242,93.9451,Manipur,23.0,37.7,90.5,131.5,0.248,0.099,796,2.2,89.4,-0.0114,train,0
2014-04-18,26.3601,92.679,Assam,0.4,5.9,6.1,47.9,0.146,-0.191,74,3.8,229.2,0.0046,train,0
2014-04-18,31.3622,76.7773,Himachal Pradesh,1.8,5.4,8.1,14.4,0.181,-0.147,633,8.9,184.1,0.0001,train,0
2021-08-11,25.4412,92.1951,Meghalaya,95.4,191.0,293.0,784.9,0.505,0.238,1758,32.5,251.1,0.0044,train,1
2025-01-15,26.3268,92.7048,Assam,0.9,5.4,5.8,17.8,0.103,-0.334,87,1.5,191.7,-0.0036,test,0
2019-02-14,28.0692,95.3296,Arunachal Pradesh,0.2,4.7,6.6,19.0,0.128,-0.317,166,5.0,269.5,-0.0073,train,0
2019-08-05,23.8087,91.2491,Tripura,3.2,15.2,77.2,141.1,0.353,0.049,46,3.2,186.0,0.0104,train,0
2012-03-15,29.1915,78.9838,Uttarakhand,0.6,2.4,2.5,3.9,0.139,-0.23,228,2.1,250.2,0.0144,train,0
2015-06-28,28.7845,95.8924,Arunachal Pradesh,102.6,177.3,200.2,482.6,0.471,0.223,2227,37.1,333.1,-0.0026,train,1
2024-03-15,28.0568,95.3122,Arunachal Pradesh,0.1,0.9,2.6,14.5,0.175,-0.232,137,7.7,339.4,0.0114,test,0
2019-08-05,26.1669,91.6984,Assam,4.8,45.6,67.1,135.9,0.252,0.01,38,3.4,24.3,0.012,train,0
2023-02-10,25.866,90.1825,Meghalaya,0.4,5.8,7.8,26.3,0.169,-0.222,90,5.6,11.9,-0.0078,validation,0
2024-03-15,23.8581,91.2469,Tripura,1.8,12.3,15.8,20.6,0.17,-0.146,52,4.4,18.6,0.0002,test,0
2023-07-09,31.7082,76.9321,Himachal Pradesh,103.6,203.7,250.5,495.2,0.492,0.276,2025,34.3,292.2,-0.0125,validation,1
2023-08-10,25.8888,90.1832,Meghalaya,20.0,40.2,108.8,152.1,0.279,-0.043,111,7.8,100.8,0.0143,validation,0
2012-03-15,24.2125,92.5338,Mizoram,0.6,5.3,8.9,12.5,0.185,-0.129,123,7.7,139.6,0.0121,train,0
2019-02-14,31.3684,76.777,Himachal Pradesh,1.2,4.0,7.3,12.4,0.136,-0.161,590,6.5,16.6,-0.0184,train,0
2019-02-14,26.3152,92.6711,Assam,3.9,4.7,7.5,17.7,0.144,-0.197,89,1.8,43.7,-0.0121,train,0
2019-02-14,24.8552,93.9042,Manipur,0.0,1.7,2.3,27.1,0.191,-0.241,772,3.5,260.4,-0.0196,train,0
2023-04-05,26.1727,91.77,Assam,1.5,6.7,7.6,43.3,0.192,-0.228,65,4.1,62.9,0.0001,validation,0
2023-04-05,29.9674,78.1326,Uttarakhand,2.1,4.4,24.2,31.7,0.163,-0.117,299,5.3,247.6,-0.0173,validation,0
2017-07-12,31.2961,76.7605,Himachal Pradesh,19.8,50.3,103.9,251.0,0.292,0.005,629,7.0,158.0,-0.0169,train,0
2024-01-22,26.1802,91.7005,Assam,1.5,2.2,8.0,26.9,0.115,-0.335,74,3.2,20.9,0.0198,test,0
2020-07-11,24.9854,93.4952,Manipur,83.9,134.9,222.8,534.7,0.473,0.33,1495,32.6,334.7,0.0061,train,1
2024-05-28,25.2954,93.1124,Assam,87.6,171.6,224.4,596.4,0.475,0.253,383,27.0,126.8,0.0034,test,1
2021-09-02,27.1854,88.3581,Sikkim,99.2,191.7,275.8,561.1,0.5,0.228,2422,43.0,209.1,0.0001,train,1
2018-05-10,27.1359,88.2761,Sikkim,0.4,0.6,6.2,27.1,0.111,-0.254,352,12.1,43.6,-0.0032,train,0
2014-04-18,26.1839,91.7125,Assam,0.5,1.6,11.3,25.2,0.131,-0.197,70,2.6,148.9,-0.0151,train,0
2022-11-15,24.2061,92.5449,Mizoram,2.2,2.3,13.2,30.6,0.156,-0.194,143,9.3,209.1,0.0196,validation,0
2024-07-20,30.6851,79.0452,Uttarakhand,126.0,238.0,332.3,658.5,0.533,0.303,1835,32.4,213.9,0.0275,test,1
2024-09-10,28.0899,95.3389,Arunachal Pradesh,14.8,46.8,72.4,143.8,0.348,-0.001,158,7.5,254.8,-0.0175,test,0
2022-01-18,26.3178,92.6809,Assam,0.0,0.8,8.6,95.1,0.11,-0.25,82,1.7,199.8,0.0093,validation,0
2024-09-10,25.9205,90.1557,Meghalaya,4.1,42.4,88.3,132.1,0.233,0.105,108,7.5,316.4,0.0029,test,0
2018-05-10,28.0348,95.3591,Arunachal Pradesh,1.0,2.8,8.1,25.7,0.107,-0.179,147,6.9,296.1,0.0122,train,0
2018-05-10,29.9334,78.147,Uttarakhand,0.5,1.3,1.6,1.9,0.199,-0.243,313,4.5,78.6,0.018,train,0
2017-07-12,24.802,93.9177,Manipur,21.7,61.3,128.1,170.8,0.242,0.111,796,4.8,72.9,0.0035,train,0
2015-11-20,30.3315,78.0354,Uttarakhand,0.4,1.7,2.9,45.9,0.158,-0.25,643,7.0,55.2,0.0034,train,0
2023-06-18,24.3315,93.6751,Manipur,144.8,289.5,311.0,806.0,0.532,0.343,950,24.4,280.2,0.0055,validation,1
2025-01-15,32.0776,76.301,Himachal Pradesh,0.7,3.1,17.3,34.9,0.112,-0.115,744,6.8,50.1,0.0118,test,0
2023-02-10,32.0875,76.3079,Himachal Pradesh,1.4,2.2,2.8,5.8,0.125,-0.31,722,6.7,62.4,0.0159,validation,0
2021-08-11,31.5452,77.9221,Himachal Pradesh,139.7,263.3,304.1,631.0,0.528,0.331,2288,29.6,49.9,0.0206,train,1
2024-05-28,23.7315,92.7172,Mizoram,209.2,430.4,430.4,928.4,0.606,0.31,1081,31.1,346.3,-0.0069,test,1
2024-08-01,31.9854,76.9821,Himachal Pradesh,201.1,342.1,426.7,1123.7,0.601,0.218,2211,40.5,252.7,-0.0357,test,1
2025-01-15,30.3494,78.0029,Uttarakhand,4.5,6.3,7.5,21.6,0.187,-0.167,660,6.2,249.2,0.014,test,0
2024-05-29,28.6214,94.9541,Arunachal Pradesh,109.4,223.1,234.8,602.0,0.488,0.188,1789,41.2,356.5,0.0003,test,1
2020-03-22,24.1662,92.548,Mizoram,2.5,7.0,15.6,19.3,0.109,-0.175,118,8.8,11.2,-0.0096,train,0
2024-01-22,24.212,92.5086,Mizoram,0.0,4.5,10.1,31.7,0.184,-0.149,148,9.1,175.9,-0.0039,test,0
2024-03-15,26.1496,91.7476,Assam,6.2,7.0,7.9,10.2,0.13,-0.325,69,2.0,183.4,0.0199,test,0
2024-03-15,27.1578,88.3298,Sikkim,1.1,7.2,8.0,36.1,0.112,-0.151,343,13.6,339.9,-0.014,test,0
2021-04-12,24.8516,93.9395,Manipur,0.3,3.2,11.3,35.4,0.152,-0.333,778,5.0,210.4,0.0015,train,0
2024-01-22,26.3564,92.6777,Assam,1.5,6.1,6.9,16.4,0.184,-0.254,70,2.9,66.4,-0.0055,test,0
2020-03-22,26.1637,91.7352,Assam,3.2,6.4,11.0,18.1,0.133,-0.183,84,3.8,200.8,0.0092,train,0
2023-02-10,26.1543,91.7574,Assam,0.7,7.0,19.2,48.7,0.179,-0.274,39,3.0,62.5,0.0078,validation,0
2022-11-15,28.0736,95.3116,Arunachal Pradesh,0.2,3.4,11.5,18.3,0.164,-0.251,170,5.4,320.5,-0.0085,validation,0
2019-02-14,24.1701,92.5143,Mizoram,0.4,2.1,16.4,29.1,0.119,-0.331,134,8.6,295.9,0.0064,train,0
2022-01-18,25.8584,90.1725,Meghalaya,0.3,6.2,16.5,30.5,0.171,-0.271,98,7.5,165.3,-0.0057,validation,0
2022-06-25,25.9068,93.7271,Nagaland,3.7,10.1,53.2,135.8,0.337,-0.023,126,3.9,85.5,-0.018,validation,0
2019-08-05,24.2087,92.5168,Mizoram,24.8,40.4,106.7,213.1,0.265,-0.004,109,9.6,78.7,0.0038,train,0
2025-01-15,28.0368,95.2886,Arunachal Pradesh,1.5,3.3,4.2,61.2,0.153,-0.29,160,6.8,27.4,-0.009,test,0
2019-08-05,27.134,88.3419,Sikkim,25.9,35.7,99.8,137.8,0.295,-0.026,330,12.3,106.2,-0.0006,train,0
2015-11-20,26.1595,91.7465,Assam,0.3,2.5,9.9,11.9,0.157,-0.286,83,3.3,290.2,0.002,train,0
2017-07-12,29.9664,78.1562,Uttarakhand,17.8,47.9,110.3,258.4,0.328,0.021,315,4.7,86.0,-0.0156,train,0
2022-05-16,25.0741,93.1554,Assam,122.3,251.1,251.1,606.5,0.499,0.303,935,19.9,69.4,0.0365,validation,1
2024-06-20,26.2101,91.7412,Assam,12.1,42.1,83.7,164.8,0.238,0.101,57,2.4,132.4,-0.0034,test,0
2022-11-15,29.2231,78.958,Uttarakhand,2.8,7.7,13.0,49.5,0.121,-0.322,211,1.4,191.2,0.0175,validation,0
2018-05-10,23.8005,91.2691,Tripura,0.8,8.4,38.4,39.2,0.176,-0.257,44,3.8,330.6,0.018,train,0
2024-06-20,25.9242,90.1822,Meghalaya,24.0,52.7,116.2,168.4,0.231,-0.009,114,5.1,209.8,0.0198,test,0
2022-06-25,31.3508,76.7823,Himachal Pradesh,11.3,23.4,78.4,205.2,0.359,0.02,608,8.5,122.7,0.0172,validation,0
2024-05-28,25.5681,91.8824,Meghalaya,82.9,168.7,233.0,573.0,0.476,0.366,1767,29.6,62.2,-0.0259,test,1
2023-08-14,31.0965,77.1652,Himachal Pradesh,124.6,239.6,384.5,960.7,0.554,0.365,2145,35.3,28.9,0.003,validation,1
2022-06-18,25.3012,91.7125,Meghalaya,182.5,311.8,433.0,849.9,0.596,0.349,1185,31.1,319.9,-0.0082,validation,1
2019-08-05,31.4529,76.256,Himachal Pradesh,26.1,56.6,119.8,206.5,0.237,0.071,387,5.2,277.5,-0.0002,train,0
2019-02-14,26.224,91.7029,Assam,1.8,3.4,6.8,29.6,0.169,-0.102,41,2.1,260.8,0.0031,train,0
2024-06-13,27.5124,88.5241,Sikkim,121.2,259.0,281.1,633.5,0.511,0.355,2119,31.3,223.5,-0.0035,test,1
2014-04-18,27.1054,88.3009,Sikkim,1.0,1.1,2.0,7.8,0.197,-0.267,354,11.6,219.9,-0.0088,train,0
2024-06-20,31.454,76.2897,Himachal Pradesh,23.4,62.4,111.9,210.1,0.233,0.013,362,4.2,350.3,-0.0043,test,0
2020-09-24,25.6021,90.5842,Meghalaya,116.8,234.8,234.9,640.3,0.491,0.326,1024,30.3,98.5,-0.0008,train,1
2015-11-20,27.1016,88.3133,Sikkim,0.0,0.0,1.5,2.2,0.111,-0.265,370,12.7,184.6,-0.0083,train,0
2012-03-15,25.8798,90.186,Meghalaya,0.0,3.3,23.1,37.9,0.194,-0.337,95,5.8,263.1,0.0193,train,0
2024-07-31,32.0581,77.2915,Himachal Pradesh,183.1,401.9,401.9,840.0,0.584,0.301,1657,39.3,124.8,0.0108,test,1
2022-06-25,23.8328,91.2504,Tripura,34.1,48.1,76.4,142.9,0.252,-0.05,61,4.4,80.7,0.0065,validation,0
2023-08-10,31.4553,76.2391,Himachal Pradesh,32.5,72.6,98.1,207.3,0.334,0.044,375,4.2,33.5,0.0159,validation,0
2022-06-25,27.1122,88.2777,Sikkim,15.5,32.9,83.5,186.2,0.271,-0.013,379,12.4,247.8,-0.0144,validation,0
2021-04-12,29.9123,78.1942,Uttarakhand,0.5,0.9,14.1,70.2,0.186,-0.148,326,4.2,31.3,-0.0037,train,0
2016-01-25,24.8008,93.9034,Manipur,1.4,4.3,10.6,16.2,0.102,-0.109,772,4.2,254.4,0.0044,train,0
2023-04-05,25.9429,93.7404,Nagaland,4.1,5.0,10.7,31.1,0.132,-0.138,172,5.3,266.1,-0.0089,validation,0
2024-09-10,32.1122,76.2708,Himachal Pradesh,13.8,53.9,87.4,215.4,0.281,0.014,736,6.7,269.1,0.0001,test,0
2015-11-20,23.7968,91.2958,Tripura,6.0,6.6,16.0,58.9,0.194,-0.11,51,4.4,272.6,-0.0135,train,0
2017-07-12,25.8816,93.7262,Nagaland,26.5,51.2,90.2,220.8,0.271,0.096,145,3.6,163.4,0.0105,train,0
2023-08-10,23.8481,91.2829,Tripura,32.4,65.2,118.9,252.3,0.258,0.087,34,2.5,120.8,0.0191,validation,0
2015-11-20,25.92,90.1589,Meghalaya,1.1,1.5,13.3,36.4,0.107,-0.173,102,5.2,165.0,-0.0006,train,0
2023-07-04,25.6321,94.1082,Nagaland,106.8,231.5,265.6,555.9,0.499,0.207,1487,24.4,32.6,0.02,validation,1
2023-07-02,25.7551,91.9054,Meghalaya,161.2,273.9,310.5,608.6,0.539,0.376,1276,36.9,7.6,0.0046,validation,1
2024-03-15,29.9181,78.1876,Uttarakhand,1.8,2.5,3.0,23.5,0.165,-0.282,341,3.0,155.6,0.0177,test,0
2022-06-25,29.1836,78.9616,Uttarakhand,13.1,51.3,87.2,147.0,0.306,0.07,206,1.7,13.2,0.0095,validation,0
2024-06-20,25.8666,93.704,Nagaland,23.9,45.3,79.4,215.6,0.345,0.105,140,4.7,97.8,-0.0124,test,0
2021-04-12,29.1844,78.939,Uttarakhand,5.3,5.9,17.5,29.7,0.125,-0.132,220,2.7,129.3,0.0037,train,0
2022-11-15,29.9608,78.1784,Uttarakhand,1.4,5.6,6.6,44.9,0.187,-0.343,335,2.9,120.6,0.0097,validation,0
2024-07-10,25.6841,94.4925,Nagaland,130.2,245.8,385.5,1048.1,0.556,0.218,1158,37.0,259.1,-0.0072,test,1
2023-06-16,25.5341,91.8682,Meghalaya,99.2,218.2,218.2,400.9,0.477,0.291,1797,27.1,156.6,-0.0352,validation,1
2024-09-10,24.8255,93.9054,Manipur,13.1,23.8,75.3,130.1,0.275,0.102,770,3.7,150.9,-0.0193,test,0
2023-08-10,26.3681,92.6854,Assam,16.5,27.4,57.1,139.2,0.232,-0.012,71,3.3,359.4,0.0173,validation,0
2022-06-25,25.8915,90.1803,Meghalaya,13.1,25.1,77.8,206.9,0.234,-0.009,82,6.0,162.1,0.01,validation,0
2022-08-20,30.3452,78.1325,Uttarakhand,141.3,293.5,361.0,846.8,0.551,0.343,2136,28.5,163.0,0.0063,validation,1
2021-04-12,23.8175,91.3144,Tripura,0.3,0.5,0.9,51.8,0.151,-0.248,65,4.0,119.6,0.0077,train,0
2016-01-25,29.9759,78.1733,Uttarakhand,0.4,0.5,12.7,13.1,0.187,-0.218,340,4.9,359.3,-0.006,train,0
2023-04-05,27.1158,88.2992,Sikkim,1.2,1.7,6.5,20.5,0.176,-0.142,352,11.9,93.4,-0.0122,validation,0
2023-02-10,29.1731,78.9298,Uttarakhand,0.9,9.0,11.3,24.0,0.104,-0.313,247,4.1,1.8,0.0181,validation,0
2022-01-18,28.0488,95.2964,Arunachal Pradesh,2.3,5.4,5.7,13.7,0.196,-0.225,156,6.2,75.2,-0.0053,validation,0
2024-06-20,24.8103,93.9303,Manipur,19.8,52.7,104.8,155.4,0.29,0.02,803,4.1,191.7,-0.0154,test,0
2024-01-22,25.8754,90.1869,Meghalaya,2.1,7.0,7.1,66.4,0.173,-0.274,116,5.8,314.2,-0.0155,test,0
2017-07-12,23.8651,91.2643,Tripura,22.9,36.8,66.1,197.9,0.322,-0.034,46,1.6,173.1,0.0065,train,0
2023-02-10,30.3259,78.0248,Uttarakhand,1.2,2.9,5.0,58.4,0.176,-0.315,663,5.7,322.0,0.012,validation,0
2023-08-10,32.1334,76.2735,Himachal Pradesh,20.9,37.1,93.3,145.7,0.265,0.022,738,6.5,41.3,0.0044,validation,0
2023-08-10,30.2775,78.0651,Uttarakhand,5.9,34.0,60.4,156.9,0.311,0.091,630,4.2,49.3,0.016,validation,0
2023-02-10,24.2055,92.5304,Mizoram,1.8,3.3,4.9,21.3,0.193,-0.118,117,9.1,76.2,0.0198,validation,0
2018-05-10,31.294,76.795,Himachal Pradesh,2.7,6.3,9.5,12.9,0.116,-0.287,617,8.3,237.7,-0.0088,train,0
2018-05-10,25.8761,93.7027,Nagaland,4.5,5.1,10.1,25.7,0.149,-0.189,136,4.3,134.0,0.0065,train,0
2023-04-05,31.4313,76.2773,Himachal Pradesh,1.7,1.8,6.1,10.7,0.165,-0.306,383,4.7,337.2,-0.0145,validation,0
2018-05-10,24.8331,93.9504,Manipur,0.8,0.8,6.0,11.3,0.145,-0.111,779,4.7,67.9,0.0069,train,0
2023-08-10,26.1769,91.7037,Assam,14.1,21.8,33.3,79.5,0.355,0.043,83,3.1,112.3,0.0002,validation,0
2019-02-14,32.0708,76.3031,Himachal Pradesh,1.0,1.9,5.6,76.0,0.149,-0.268,744,6.5,27.3,-0.0148,train,0
2025-01-15,25.8792,93.6963,Nagaland,1.2,8.2,10.7,34.5,0.166,-0.117,166,4.3,236.5,0.0159,test,0
2023-08-04,30.6512,79.0281,Uttarakhand,128.1,232.1,285.3,587.0,0.515,0.336,1756,29.5,345.0,0.0151,validation,1
2022-01-18,29.1831,78.9513,Uttarakhand,5.2,6.1,12.5,19.6,0.177,-0.317,246,2.6,85.0,-0.0171,validation,0
2021-08-10,23.5321,91.6425,Tripura,162.6,323.7,396.3,997.1,0.574,0.291,200,23.1,275.1,0.006,train,1
2022-11-15,31.3607,76.7523,Himachal Pradesh,2.1,6.3,7.0,48.9,0.151,-0.143,606,8.9,140.1,-0.0196,validation,0
2020-03-22,27.1312,88.2755,Sikkim,0.2,2.7,5.2,28.7,0.165,-0.139,364,12.3,242.3,-0.009,train,0
2015-11-20,24.1797,92.5748,Mizoram,1.2,2.4,3.9,11.7,0.137,-0.333,118,8.9,260.2,0.0063,train,0
2020-03-22,31.322,76.7681,Himachal Pradesh,1.0,6.8,13.2,16.4,0.107,-0.189,591,8.0,338.5,0.003,train,0
