sample_id,coolr_event_id,event_date,state,district,latitude,longitude,landslide_category,trigger_mechanism,landslide,copernicus_elevation_m,copernicus_slope_deg,copernicus_aspect_deg,copernicus_plan_curvature,copernicus_profile_curvature,copernicus_twi,gpm_imerg_rainfall_1d_mm,gpm_imerg_rainfall_3d_mm,gpm_imerg_rainfall_7d_mm,gpm_imerg_peak_intensity_mm_h,smap_surface_moisture_m3m3,smap_rootzone_moisture_m3m3,smap_soil_saturation_ratio,data_source_events,data_source_rainfall,data_source_moisture,data_source_terrain,split
APDA-V1-NEG-00238,NONE_ABSENCE_CONTROL,2022-12-31,Tripura,West Tripura,23.72406,91.37419,none,none,0,1384.6,3.82,286.8,-0.01968,-0.00843,7.7,1.1,15.65,52.29,0.18,0.274,0.252,0.595,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00412,COOLR-IN-NER-009-INST-412,2022-06-29,Assam,Cachar,24.83218,92.80074,mudslide,flooding_rain,1,1148.8,40.61,164.2,-0.01235,0.03261,4.92,147.33,271.78,334.85,22.44,0.469,0.449,0.987,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00671,NONE_ABSENCE_CONTROL,2023-07-26,Manipur,Imphal East,24.75445,93.98875,none,none,0,618.9,5.94,262.0,-0.00089,-0.01069,6.75,0.19,0.41,4.09,0.03,0.161,0.148,0.335,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00476,NONE_ABSENCE_CONTROL,2021-05-08,Meghalaya,Ri-Bhoi,26.04392,91.79362,none,none,0,1357.6,7.42,138.1,0.03493,0.0055,5.51,15.17,18.31,23.91,2.53,0.11,0.101,0.244,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00309,COOLR-IN-NER-030-INST-309,2021-10-15,West Bengal,Darjeeling,27.03554,88.26252,rotational_slide,post_monsoon_deluge,1,1860.6,24.54,155.7,-0.05548,0.00809,5.63,35.0,191.01,355.99,9.85,0.443,0.395,0.826,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00132,NONE_ABSENCE_CONTROL,2022-05-01,Meghalaya,Ri-Bhoi,25.87633,91.70271,none,none,0,1804.7,9.23,263.3,-0.00121,0.0083,5.83,19.64,28.31,70.78,3.27,0.202,0.186,0.441,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00399,COOLR-IN-NER-027-INST-399,2022-07-30,Nagaland,Mokokchung,26.32547,94.51787,mudslide,monsoon_rain,1,1474.5,42.14,195.3,-0.07561,0.0111,6.19,148.43,208.34,420.56,22.18,0.497,0.463,0.962,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00371,COOLR-IN-NER-030-INST-371,2021-10-31,West Bengal,Darjeeling,27.0401,88.266,rotational_slide,post_monsoon_deluge,1,3723.0,39.08,316.8,-0.06019,0.06206,6.23,65.94,198.03,450.94,15.07,0.477,0.433,0.924,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00055,COOLR-IN-NER-024-INST-55,2022-06-11,Mizoram,Lunglei,22.88894,92.74954,mudslide,monsoon_rain,1,1226.8,35.31,329.2,-0.08056,-0.03765,5.72,128.82,206.59,480.49,19.13,0.401,0.344,0.719,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00589,NONE_ABSENCE_CONTROL,2023-02-03,Meghalaya,West Garo Hills,25.3834,90.29912,none,none,0,662.6,0.68,90.2,-0.00054,0.01179,8.96,3.87,15.89,31.37,0.64,0.12,0.11,0.242,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00433,NONE_ABSENCE_CONTROL,2022-02-18,Assam,Kamrup Metro,26.09431,91.84758,none,none,0,684.9,9.31,208.3,0.00349,-0.00909,6.5,0.03,19.14,45.03,0.0,0.167,0.154,0.345,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00313,COOLR-IN-NER-003-INST-313,2023-07-01,Meghalaya,Ri-Bhoi,25.75282,91.90537,rockfall,continuous_rain,1,1535.8,36.96,234.4,-0.00535,0.02126,6.25,78.98,291.77,342.97,14.99,0.45,0.413,0.881,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00172,NONE_ABSENCE_CONTROL,2022-06-10,Meghalaya,Ri-Bhoi,26.02662,91.75759,none,none,0,871.8,1.08,144.6,-0.00707,-0.01277,8.16,24.57,26.44,32.04,4.1,0.184,0.169,0.383,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00110,COOLR-IN-NER-017-INST-110,2021-05-11,Arunachal Pradesh,Tawang,27.58397,91.86472,debris_avalanche,rain_snowmelt,1,3777.7,37.93,94.9,-0.02567,0.05327,5.54,53.66,140.14,332.84,13.46,0.397,0.346,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00719,COOLR-IN-NER-006-INST-719,2024-05-18,Meghalaya,East Khasi Hills,25.57319,91.8843,shallow_slide,cyclone_remnants,1,1201.9,52.41,174.2,-0.03678,0.0054,4.77,125.4,207.13,503.47,29.66,0.472,0.438,0.864,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00692,COOLR-IN-NER-010-INST-692,2023-08-15,Assam,Kamrup Metropolitan,26.17745,91.75751,shallow_slide,urban_downpour,1,1242.7,37.15,107.8,-0.06991,0.10292,5.66,88.39,146.82,280.65,19.05,0.448,0.41,0.889,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00101,COOLR-IN-NER-008-INST-101,2022-05-15,Assam,Dima Hasao,25.07745,93.1499,debris_flow,monsoon_rain,1,1020.6,38.06,160.5,0.00771,-0.02186,6.23,83.18,287.99,493.41,12.92,0.483,0.444,0.948,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00376,NONE_ABSENCE_CONTROL,2022-05-27,West Bengal,Jalpaiguri,26.68768,88.61666,none,none,0,1908.7,8.04,223.4,-0.02037,-0.01415,5.81,0.93,7.13,16.84,0.15,0.188,0.173,0.434,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00670,COOLR-IN-NER-019-INST-670,2020-07-25,Arunachal Pradesh,Lower Subansiri,27.52994,93.82215,debris_flow,monsoon_rain,1,2887.1,43.21,176.8,-0.03214,0.0435,6.1,138.45,306.36,481.15,33.71,0.367,0.318,0.695,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00626,NONE_ABSENCE_CONTROL,2023-03-29,Assam,Nagaon,26.33908,92.57034,none,none,0,1222.9,0.51,123.0,-0.00721,0.01683,9.54,5.93,18.13,32.15,0.99,0.297,0.274,0.702,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00267,COOLR-IN-NER-019-INST-267,2020-07-09,Arunachal Pradesh,Lower Subansiri,27.52649,93.82275,debris_flow,monsoon_rain,1,2138.5,47.55,149.1,-0.01484,-0.01322,5.76,79.05,260.82,487.56,11.8,0.499,0.448,0.926,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00679,COOLR-IN-NER-028-INST-679,2020-09-13,Nagaland,Phek,25.68659,94.50332,debris_flow,monsoon_rain,1,1826.8,37.17,177.9,-0.04782,0.07914,5.11,106.95,298.41,476.47,21.76,0.4,0.348,0.725,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00297,COOLR-IN-NER-018-INST-297,2022-06-27,Arunachal Pradesh,Papum Pare,27.09783,93.61698,mudslide,continuous_rain,1,3456.3,36.1,300.9,0.00707,0.04894,6.01,73.66,125.1,301.95,13.45,0.466,0.426,0.837,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00530,COOLR-IN-NER-003-INST-530,2023-07-12,Meghalaya,Ri-Bhoi,25.75484,91.89821,rockfall,continuous_rain,1,1682.1,37.05,146.3,-0.08758,-0.02348,5.97,54.18,223.11,299.52,14.75,0.395,0.356,0.725,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00195,NONE_ABSENCE_CONTROL,2022-11-27,Assam,Dibrugarh,27.3981,94.89915,none,none,0,2667.7,0.93,180.3,0.00296,0.01163,7.17,0.4,15.77,54.24,0.07,0.29,0.266,0.659,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00264,NONE_ABSENCE_CONTROL,2023-07-25,West Bengal,Jalpaiguri,26.68868,88.8689,none,none,0,1796.1,6.06,354.7,-0.00091,0.00616,6.41,0.58,12.18,45.03,0.1,0.21,0.194,0.453,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00201,NONE_ABSENCE_CONTROL,2022-08-02,Assam,Kamrup Metro,26.27157,91.81092,none,none,0,1809.2,12.27,61.2,0.00298,0.01214,5.96,3.47,6.83,47.87,0.58,0.285,0.262,0.631,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00378,COOLR-IN-NER-006-INST-378,2024-05-31,Meghalaya,East Khasi Hills,25.56296,91.87752,shallow_slide,cyclone_remnants,1,1533.1,38.54,222.0,-0.02714,0.05118,5.97,49.44,180.67,259.07,13.71,0.374,0.337,0.757,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00287,COOLR-IN-NER-008-INST-287,2022-05-18,Assam,Dima Hasao,25.07108,93.15412,debris_flow,monsoon_rain,1,746.6,26.27,245.6,-0.08511,0.01541,5.31,35.0,221.02,382.3,11.41,0.471,0.436,0.858,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00689,NONE_ABSENCE_CONTROL,2021-02-08,Assam,Kamrup Metro,26.14101,91.7892,none,none,0,660.6,13.97,89.5,-0.00794,-0.01422,5.23,8.66,20.16,53.29,1.44,0.258,0.237,0.55,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00731,COOLR-IN-NER-018-INST-731,2022-06-22,Arunachal Pradesh,Papum Pare,27.09801,93.62259,mudslide,continuous_rain,1,2806.7,37.7,201.8,0.00434,0.01736,5.89,56.0,275.38,367.89,12.36,0.49,0.45,0.885,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00127,COOLR-IN-NER-003-INST-127,2023-07-12,Meghalaya,Ri-Bhoi,25.75018,91.91317,rockfall,continuous_rain,1,671.1,39.87,211.1,-0.01219,0.04287,6.13,132.26,237.33,429.4,29.27,0.378,0.344,0.703,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00328,COOLR-IN-NER-018-INST-328,2022-07-09,Arunachal Pradesh,Papum Pare,27.09312,93.61591,mudslide,continuous_rain,1,2082.9,39.47,76.0,0.005,0.02905,5.81,43.1,160.67,278.13,13.93,0.404,0.363,0.709,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00293,COOLR-IN-NER-014-INST-293,2021-09-15,Sikkim,South Sikkim,27.18775,88.35674,rotational_slide,monsoon_rain,1,3513.5,25.24,193.7,-0.06954,0.07167,6.81,104.38,243.63,378.05,27.68,0.514,0.487,0.977,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00549,COOLR-IN-NER-022-INST-549,2020-07-20,Manipur,Tamenglong,24.98593,93.49401,mudslide,monsoon_rain,1,922.6,45.93,205.4,0.03058,0.06241,5.77,76.12,276.3,415.94,12.6,0.399,0.357,0.773,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00728,COOLR-IN-NER-015-INST-728,2020-08-23,Sikkim,West Sikkim,27.29282,88.24621,translational_slide,continuous_rain,1,3497.7,40.71,216.9,-0.07948,0.03366,6.03,50.48,174.71,410.8,10.09,0.473,0.449,0.978,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00159,NONE_ABSENCE_CONTROL,2021-04-23,Manipur,Imphal East,24.85755,94.06576,none,none,0,794.1,15.57,25.7,-0.014,0.01105,5.25,1.93,11.28,49.66,0.32,0.174,0.16,0.402,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00356,COOLR-IN-NER-015-INST-356,2020-08-31,Sikkim,West Sikkim,27.28999,88.24489,translational_slide,continuous_rain,1,3021.9,35.91,209.6,-0.06184,-0.00612,5.74,96.24,199.32,346.15,15.98,0.363,0.329,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00171,COOLR-IN-NER-016-INST-171,2023-06-21,Arunachal Pradesh,West Kameng,27.34904,92.41857,rockfall,cloudburst,1,2266.7,49.64,215.5,-0.0744,0.00845,4.96,133.96,309.31,565.36,25.54,0.47,0.417,0.855,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00217,NONE_ABSENCE_CONTROL,2022-01-25,Assam,Kamrup Metro,26.01724,91.68298,none,none,0,1900.5,6.32,42.6,0.01136,0.01061,5.37,1.09,15.32,42.57,0.18,0.1,0.092,0.202,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00384,NONE_ABSENCE_CONTROL,2023-05-15,West Bengal,Jalpaiguri,26.42996,88.65697,none,none,0,619.7,1.01,99.5,9e-05,-0.0026,8.83,6.63,25.16,43.78,1.1,0.219,0.202,0.499,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00652,COOLR-IN-NER-001-INST-652,2023-06-26,Meghalaya,East Khasi Hills,25.53148,91.86808,debris_flow,monsoon_rain,1,1855.2,34.97,125.8,-0.05711,0.07703,4.93,72.86,145.13,254.44,18.03,0.352,0.301,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00210,COOLR-IN-NER-024-INST-210,2022-05-28,Mizoram,Lunglei,22.8881,92.73899,mudslide,monsoon_rain,1,735.4,40.91,222.7,-0.01127,0.03851,5.23,35.0,196.83,363.64,12.55,0.455,0.398,0.785,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00648,NONE_ABSENCE_CONTROL,2023-04-19,West Bengal,Jalpaiguri,26.64897,88.60218,none,none,0,1297.6,0.41,124.1,0.01212,0.01558,9.61,0.59,15.13,21.57,0.1,0.236,0.217,0.49,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00141,COOLR-IN-NER-017-INST-141,2021-05-26,Arunachal Pradesh,Tawang,27.58728,91.8659,debris_avalanche,rain_snowmelt,1,2168.1,38.03,158.2,-0.041,0.00467,5.98,151.03,347.62,474.73,34.3,0.472,0.453,0.99,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00334,NONE_ABSENCE_CONTROL,2023-08-07,Tripura,West Tripura,23.95295,91.17725,none,none,0,408.7,1.1,280.5,-0.00907,0.01349,8.43,2.57,19.63,51.74,0.43,0.244,0.224,0.579,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00241,NONE_ABSENCE_CONTROL,2021-11-27,Assam,Kamrup Metro,26.00722,91.66272,none,none,0,720.7,11.03,278.1,0.00581,-0.0099,5.1,3.94,27.05,29.96,0.66,0.179,0.164,0.385,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00651,COOLR-IN-NER-031-INST-651,2023-10-15,West Bengal,Kalimpong,27.06403,88.46561,debris_flow,teesta_river_erosion,1,3793.3,41.32,299.0,-0.07801,0.01682,5.71,128.07,333.4,431.02,18.78,0.466,0.423,0.885,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00439,NONE_ABSENCE_CONTROL,2022-10-26,Manipur,Imphal East,24.6601,94.03239,none,none,0,578.7,3.24,127.7,0.0034,-0.00048,6.54,5.93,24.51,53.05,0.99,0.142,0.131,0.284,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00749,NONE_ABSENCE_CONTROL,2021-05-25,Meghalaya,West Garo Hills,25.48552,90.03405,none,none,0,1396.6,16.0,188.2,0.00901,-0.00118,5.75,11.0,28.93,60.34,1.83,0.135,0.124,0.297,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00486,COOLR-IN-NER-021-INST-486,2021-07-27,Manipur,Senapati,25.26699,94.02503,translational_slide,monsoon_rain,1,1110.4,30.39,135.0,-0.00497,0.00541,6.13,116.68,321.02,486.02,25.86,0.442,0.408,0.851,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00528,COOLR-IN-NER-001-INST-528,2023-06-28,Meghalaya,East Khasi Hills,25.53567,91.86588,debris_flow,monsoon_rain,1,1826.1,30.6,139.9,-0.02741,0.01958,6.3,115.27,334.16,509.59,16.32,0.416,0.368,0.819,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00200,COOLR-IN-NER-014-INST-200,2021-09-03,Sikkim,South Sikkim,27.18264,88.35773,rotational_slide,monsoon_rain,1,2885.1,43.81,162.4,-0.04752,0.00012,6.09,119.25,336.89,413.56,31.59,0.446,0.392,0.822,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-NEG-00140,NONE_ABSENCE_CONTROL,2022-01-13,Meghalaya,Ri-Bhoi,25.9039,91.80984,none,none,0,1432.2,8.85,308.5,0.01423,0.00536,6.2,1.36,6.08,38.0,0.23,0.157,0.144,0.353,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00095,NONE_ABSENCE_CONTROL,2022-06-26,Manipur,Imphal East,24.86723,93.79435,none,none,0,988.2,1.83,167.0,0.01763,-0.01313,8.11,30.0,49.67,71.34,5.0,0.094,0.086,0.215,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00319,NONE_ABSENCE_CONTROL,2021-03-10,Manipur,Imphal East,24.74234,93.80209,none,none,0,1113.7,0.78,288.5,-0.01113,-0.00556,9.02,2.4,6.48,27.11,0.4,0.044,0.04,0.095,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00456,NONE_ABSENCE_CONTROL,2022-10-31,West Bengal,Jalpaiguri,26.40307,88.68714,none,none,0,710.8,2.04,21.7,-0.00965,0.00239,7.18,2.84,5.36,32.31,0.47,0.202,0.186,0.411,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-NEG-00305,NONE_ABSENCE_CONTROL,2023-08-14,Assam,Kamrup Metro,26.07155,91.84,none,none,0,1368.4,16.0,316.1,-0.00874,0.01857,6.19,11.57,13.88,56.22,1.93,0.126,0.116,0.289,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00011,COOLR-IN-NER-011-INST-11,2021-07-23,Assam,Karbi Anglong,26.01219,93.41902,debris_flow,continuous_rain,1,1374.5,28.56,173.7,-0.06094,0.04841,6.51,58.72,188.59,274.51,19.12,0.469,0.418,0.825,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,val
APDA-V1-POS-00148,COOLR-IN-NER-024-INST-148,2022-05-31,Mizoram,Lunglei,22.88714,92.73864,mudslide,monsoon_rain,1,646.1,56.14,214.7,-0.11903,0.01602,5.29,132.35,324.12,601.54,23.0,0.366,0.333,0.713,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00722,COOLR-IN-NER-009-INST-722,2022-06-26,Assam,Cachar,24.82937,92.80398,mudslide,flooding_rain,1,489.9,44.14,204.7,-0.04733,0.02556,5.12,69.58,147.9,267.45,10.56,0.366,0.322,0.683,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00283,COOLR-IN-NER-004-INST-283,2021-07-28,Meghalaya,West Jaintia Hills,25.4459,92.19498,translational_slide,monsoon_rain,1,943.3,38.58,205.1,-0.04892,0.07764,6.15,118.22,167.59,451.31,29.18,0.467,0.425,0.848,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00299,COOLR-IN-NER-020-INST-299,2022-06-22,Manipur,Noney,24.78842,93.68403,massive_debris_slide,unprecedented_continuous_rain,1,559.9,49.05,212.5,0.02416,0.07563,5.21,109.74,233.54,379.1,27.27,0.437,0.403,0.916,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00614,COOLR-IN-NER-025-INST-614,2021-08-07,Mizoram,Champhai,23.47383,93.32217,debris_flow,continuous_rain,1,1216.8,40.58,187.1,0.00463,0.05787,5.63,36.1,104.87,247.38,10.91,0.44,0.404,0.903,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00292,COOLR-IN-NER-013-INST-292,2022-07-02,Sikkim,East Sikkim,27.33179,88.60947,rockfall,heavy_rain,1,3127.0,44.82,209.9,-0.0965,0.07996,5.96,58.28,204.32,349.87,15.45,0.413,0.381,0.817,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00650,COOLR-IN-NER-030-INST-650,2021-10-23,West Bengal,Darjeeling,27.03806,88.26771,rotational_slide,post_monsoon_deluge,1,2588.7,38.03,213.9,-0.05713,0.06557,5.91,199.48,285.44,487.81,23.46,0.372,0.338,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00599,COOLR-IN-NER-010-INST-599,2023-07-20,Assam,Kamrup Metropolitan,26.16905,91.76024,shallow_slide,urban_downpour,1,1316.3,32.94,27.2,-0.05403,0.04983,5.24,106.28,186.51,414.94,21.91,0.476,0.418,0.877,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00294,NONE_ABSENCE_CONTROL,2022-11-25,Tripura,West Tripura,23.72285,91.31963,none,none,0,1352.1,7.73,218.9,0.00213,0.01423,6.2,2.54,18.92,42.55,0.42,0.247,0.227,0.56,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,test
APDA-V1-POS-00553,COOLR-IN-NER-026-INST-553,2023-07-29,Nagaland,Kohima,25.67809,94.1144,translational_slide,continuous_rain,1,1068.2,53.33,154.2,-0.03064,0.07179,5.05,116.3,250.43,551.28,30.08,0.372,0.335,0.68,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00549,NONE_ABSENCE_CONTROL,2021-02-17,Meghalaya,West Garo Hills,25.49803,90.24754,none,none,0,1112.7,2.75,162.9,0.00951,0.00328,7.76,1.58,9.43,47.51,0.26,0.188,0.173,0.377,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00130,COOLR-IN-NER-006-INST-130,2024-06-02,Meghalaya,East Khasi Hills,25.57114,91.88394,shallow_slide,cyclone_remnants,1,899.4,26.26,358.7,0.00199,0.05065,5.55,88.54,218.34,306.96,20.38,0.508,0.46,0.934,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-NEG-00312,NONE_ABSENCE_CONTROL,2023-07-16,West Bengal,Jalpaiguri,26.4988,88.77552,none,none,0,901.6,8.19,26.3,-0.00538,0.00799,6.25,0.9,18.07,34.71,0.15,0.061,0.056,0.144,NASA_COOLR_ABSENCE,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00332,COOLR-IN-NER-022-INST-332,2020-07-23,Manipur,Tamenglong,24.98366,93.5028,mudslide,monsoon_rain,1,1177.9,22.26,238.0,-0.00181,-0.02273,6.6,47.39,211.58,507.43,17.97,0.449,0.405,0.844,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
APDA-V1-POS-00324,COOLR-IN-NER-014-INST-324,2021-09-14,Sikkim,South Sikkim,27.18905,88.35591,rotational_slide,monsoon_rain,1,2753.6,44.66,144.3,-0.01955,0.04216,5.85,79.85,207.95,302.04,12.43,0.382,0.347,0.721,NASA_COOLR,NASA_GPM_IMERG,NASA_USDA_SMAP,COPERNICUS_GLO_30,train
